esclofollar_verb	éplucher_verb
panzer_propernoun	panzer_propernoun
francese_propernoun	francese_propernoun
apostar_verb	aposter_verb
talar_adjective	talaire_adjective
judicialitzar_verb	judiciariser_verb
salvadó_propernoun	salvadó_propernoun
chachai_propernoun	chachai_propernoun
característicament_adverb	caractéristiquement_adverb
bundestag_propernoun	bundestag_propernoun
netejaparabrisa_noun	essuie-glace_noun
motocultor_noun	motoculteur_noun
escorpí_noun	scorpion_noun
altafulla_propernoun	altafulla_propernoun
innegablement_adverb	indéniablement_adverb
indestructible_adjective	indestructible_adjective
pinta_noun	pinte_noun
cordierita_noun	cordiérite_noun
serarols_propernoun	serarols_propernoun
materialitzar_verb	matérialiser_verb
vella_propernoun	vella_propernoun
guaranà_noun	guarana_noun
fazzi_propernoun	fazzi_propernoun
bernardina_propernoun	bernardina_propernoun
béjar_propernoun	béjar_propernoun
llimona_propernoun	llimona_propernoun
vacunat_adjective	vacciné_adjective
txecoslovac_noun	tchécoslovaque_noun
daneau_propernoun	daneau_propernoun
huet_propernoun	huet_propernoun
controlabilitat_noun	contrôlabilité_noun
tina_propernoun	tina_propernoun
pretèrit-perfet_noun	passé-simple_noun
film_noun	film_noun
cormorà_noun	cormoran_noun
senyera_noun	drapeau_noun
papi_propernoun	papi_propernoun
tribunal_noun	tribunal_noun
cartell_noun	placard_noun
convent_noun	convent_noun
especialment_adverb	spécialement_adverb
pusateri_propernoun	pusateri_propernoun
univariant_adjective	univariant_adjective
carreu_noun	pierre-de-taille_noun
votiu_adjective	votif_adjective
mediatitzar_verb	médiatiser_verb
determinisme_noun	déterminisme_noun
pneumàtic_noun	pneu_noun
decapitació_noun	décapitation_noun
beaunoyer_propernoun	beaunoyer_propernoun
romo_propernoun	romo_propernoun
parera_propernoun	parera_propernoun
del-castillo_propernoun	del-castillo_propernoun
pallàs_propernoun	pallàs_propernoun
fiurenzu_propernoun	fiurenzu_propernoun
italoalemany_adjective	italo-allemand_adjective
extrasensorial_adjective	extra-sensoriel_adjective
sidoti_propernoun	sidoti_propernoun
competidor_noun	concurrent_noun
connectable_adjective	connectable_adjective
magmatisme_noun	magmatisme_noun
avar_noun	avaricieux_noun
ni_coordinatingconjunction	ni_coordinatingconjunction
allegria_propernoun	allegria_propernoun
sospitar_verb	suspecter_verb
pershing_propernoun	pershing_propernoun
nbc_noun	nbc_noun
urbanístic_adjective	urbain_adjective
montolio_propernoun	montolio_propernoun
mousseau_propernoun	mousseau_propernoun
figueiredo_propernoun	figueiredo_propernoun
aleutianes_propernoun	aléoutiennes_propernoun
gråbøl_propernoun	gråbøl_propernoun
adeline_propernoun	adeline_propernoun
floret_noun	fleuret_noun
esponsorització_noun	sponsoring_noun
seqüenciador_noun	séquenceur_noun
ingredient_noun	ingrédient_noun
ingenuïtat_noun	naïveté_noun
cobejar_verb	convoiter_verb
cenni_propernoun	cenni_propernoun
organometàl·lic_adjective	organométallique_adjective
lebreton_propernoun	lebreton_propernoun
proust_propernoun	proust_propernoun
entrenador_noun	entraîneur_noun
shearer_propernoun	shearer_propernoun
informatització_noun	informatisation_noun
franc_propernoun	franc_propernoun
priego_propernoun	priego_propernoun
secta_noun	secte_noun
aliforme_adjective	aliforme_adjective
criminal_noun	criminel_noun
cacauet_noun	arachide_noun
nauseabund_adjective	nauséabond_adjective
calmadament_adverb	calmement_adverb
janie_propernoun	janie_propernoun
libertad_propernoun	libertad_propernoun
histerografia_noun	hystérographie_noun
osmòtic_adjective	osmotique_adjective
rosella_noun	coquelicot_noun
japó_propernoun	japon_propernoun
perpinyà_propernoun	perpignan_propernoun
gabino_propernoun	gabino_propernoun
estivació_noun	estivation_noun
concordar_verb	concorder_verb
quadrangular_adjective	quadrangulaire_adjective
elàsticament_adverb	élastiquement_adverb
crebar_verb	crever_verb
cavallaro_propernoun	cavallaro_propernoun
recompte_noun	dénombrement_noun
laforme_propernoun	laforme_propernoun
oliva_propernoun	oliva_propernoun
arcouette_propernoun	arcouette_propernoun
preocupació_noun	souci_noun
minar_verb	saper_verb
bova_propernoun	bova_propernoun
volt_noun	volt_noun
monti_propernoun	monti_propernoun
mònaco_propernoun	monaco_propernoun
irons_propernoun	irons_propernoun
daría_propernoun	daría_propernoun
fràncic_noun	francique_noun
artilleria_noun	artillerie_noun
quoquochi_propernoun	quoquochi_propernoun
contextualment_adverb	contextuellement_adverb
simptomatologia_noun	symptomatologie_noun
astorre_propernoun	astorre_propernoun
monobloc_noun	monobloc_noun
algemesí_propernoun	algemesí_propernoun
stanley_propernoun	stanley_propernoun
antimíssil_adjective	antimissile_adjective
modelista_noun	modéliste_noun
salanova_propernoun	salanova_propernoun
mudèjar_noun	mudéjar_noun
grondines_propernoun	grondines_propernoun
rihanna_propernoun	rihanna_propernoun
totxeria_noun	connerie_noun
trair_verb	trahir_verb
esparteria_noun	sparterie_noun
garbuix_noun	confusion_noun
gihadista_noun	djihadiste_noun
sydnie_propernoun	sydnie_propernoun
delorme_propernoun	delorme_propernoun
amorf_adjective	amorphe_adjective
karla_propernoun	karla_propernoun
memorablement_adverb	mémorablement_adverb
grothé_propernoun	grothé_propernoun
sylla_propernoun	sylla_propernoun
alvarado_propernoun	alvarado_propernoun
intel·ligentment_adverb	intelligemment_adverb
von-montluisant_propernoun	von-montluisant_propernoun
espantar_verb	effrayer_verb
joanisse_propernoun	joanisse_propernoun
bernèche_propernoun	bernèche_propernoun
fincato_propernoun	fincato_propernoun
paral·lel_noun	parallèle_noun
analític_adjective	analytique_adjective
treure-de-polleguera_verb	fausser_verb
lisímac_propernoun	lysimaque_propernoun
marxador_noun	marcheur_noun
noranta-setè_adjective	quatre-vingt-dix-septième_adjective
anquejar_verb	hancher_verb
multidimensional_adjective	multidimensionnel_adjective
lherzolita_noun	lherzolite_noun
bompiani_propernoun	bompiani_propernoun
per-una-banda_adverb	d'une-part_adverb
ursulina_noun	ursuline_noun
estancar_verb	stagner_verb
luddita_adjective	luddite_adjective
endotelial_adjective	endothélial_adjective
alba_noun	aube_noun
olefina_noun	oléfine_noun
luanda_propernoun	luanda_propernoun
dominicà_adjective	dominicain_adjective
demòcrata_noun	démocrate_noun
miniaturitzar_verb	miniaturiser_verb
duplessis_propernoun	duplessis_propernoun
descalcificar_verb	décalcifier_verb
endorfina_noun	endorphine_noun
compressió_noun	compression_noun
moroder_propernoun	moroder_propernoun
letellier_propernoun	letellier_propernoun
plat_noun	plat_noun
colucci_propernoun	colucci_propernoun
denotació_noun	dénotation_noun
originalment_adverb	originellement_adverb
cartílag_noun	cartilage_noun
pedofílic_adjective	pédophilique_adjective
martorell_propernoun	martorell_propernoun
frenòleg_noun	phrénologue_noun
claus_propernoun	claus_propernoun
pitjor_adjective	pis_adjective
difusivitat_noun	diffusivité_noun
jehová_propernoun	jehová_propernoun
crític_adjective	critique_adjective
barcassa_noun	allège_noun
desemparar_verb	désemparer_verb
xop_noun	imbibé_noun
hieratisme_noun	hiératisme_noun
istvan_propernoun	istvan_propernoun
congost_noun	gorge_noun
maiol_propernoun	maiol_propernoun
infectivitat_noun	infectivité_noun
màquina_noun	machine_noun
fazzolari_propernoun	fazzolari_propernoun
rehabilitació_noun	réhabilitation_noun
beauchesne_propernoun	beauchesne_propernoun
auriculotemporal_adjective	auriculotemporal_adjective
sevillà_adjective	sévillan_adjective
madrastra_noun	beau-père_noun
racine_propernoun	racine_propernoun
hesitar_verb	barguigner_verb
tamil-nadu_propernoun	tamil-nadu_propernoun
de-freitas_propernoun	de-freitas_propernoun
degotall_noun	dégouttement_noun
desencadenar_verb	délier_verb
polinòmic_adjective	polynomial_adjective
proxenetisme_noun	proxénétisme_noun
alranq_propernoun	alranq_propernoun
villanueva_propernoun	villanueva_propernoun
schliemann_propernoun	schliemann_propernoun
safisme_noun	saphisme_noun
corticoide_noun	corticoïde_noun
keyla_propernoun	keyla_propernoun
passejar_verb	battre-le-pavé_verb
escolàsticament_adverb	scolastiquement_adverb
delimitable_adjective	délimitable_adjective
ramapitec_noun	ramapithèque_noun
ininflamable_adjective	ininflammable_adjective
cesetti_propernoun	cesetti_propernoun
campus_noun	campus_noun
dolorós_adjective	douloureux_adjective
anteroposterior_adjective	antéropostérieur_adjective
cantimplora_noun	gourde_noun
genitor_noun	géniteur_noun
conigliaro_propernoun	conigliaro_propernoun
electorat_noun	électorat_noun
sorroche_propernoun	sorroche_propernoun
agossi_propernoun	agossi_propernoun
quentin_propernoun	quentin_propernoun
mato-grosso_propernoun	mato-grosso_propernoun
teclat_noun	clavier_noun
montañez_propernoun	montañez_propernoun
fiduciari_adjective	fiduciaire_adjective
corcoran_propernoun	corcoran_propernoun
premsar_verb	fouler_verb
pessamessa_propernoun	pessamessa_propernoun
bergamini_propernoun	bergamini_propernoun
patrício_propernoun	patrício_propernoun
mancuso_propernoun	mancuso_propernoun
la-secuita_propernoun	la-secuita_propernoun
totipotent_adjective	totipotent_adjective
rabadan_propernoun	rabadan_propernoun
gran_adjective	ainé_adjective
papa_noun	pape_noun
andrés_propernoun	andrés_propernoun
ultraconservador_adjective	ultraconservateur_adjective
latitud_noun	latitude_noun
coronat_adjective	couronné_adjective
salvació_noun	salvation_noun
amphelice_propernoun	amphelice_propernoun
tara_propernoun	tara_propernoun
moss_propernoun	moss_propernoun
rodolf_propernoun	rodolf_propernoun
falanga_propernoun	falanga_propernoun
fregir_verb	faire-frire_verb
pettigrew_propernoun	pettigrew_propernoun
subxarxa_noun	sous-réseau_noun
mecanogràfic_adjective	mécanographique_adjective
tret-que_subordinatingconjunction	sauf-que_subordinatingconjunction
forn_noun	four_noun
fonogràfic_adjective	phonographique_adjective
ayódar_propernoun	ayódar_propernoun
turquia_propernoun	turquie_propernoun
aura_propernoun	aura_propernoun
mariotti_propernoun	mariotti_propernoun
total_adjective	total_adjective
nora_noun	beau-fils_noun
euroescèptic_noun	eurosceptique_noun
velo_propernoun	velo_propernoun
behaviorisme_noun	béhaviourisme_noun
alps-marítims_propernoun	alpes-maritimes_propernoun
afonso_propernoun	afonso_propernoun
pedret_propernoun	pedret_propernoun
celrà_propernoun	celrà_propernoun
compagnon_propernoun	compagnon_propernoun
mediambiental_adjective	de-l'environnement_adjective
albo_propernoun	albo_propernoun
reparació_noun	dépannage_noun
atallah_propernoun	atallah_propernoun
buit_adjective	vide_adjective
cabró_adjective	salaud_adjective
censual_adjective	censuel_adjective
votant_noun	votant_noun
bala_noun	balle_noun
opereta_noun	opérette_noun
hidrològic_adjective	hydrologique_adjective
cusco_propernoun	cusco_propernoun
garzón_propernoun	garzón_propernoun
rajar_verb	couler_verb
michela_propernoun	michela_propernoun
autopunició_noun	autopunition_noun
de_preposition	avec_preposition
krystal_propernoun	krystal_propernoun
carmen_propernoun	carmen_propernoun
intercultural_adjective	interculturel_adjective
lligacama_noun	jarretière_noun
potonik_propernoun	potonik_propernoun
lucre_noun	lucre_noun
kaltenbrunner_propernoun	kaltenbrunner_propernoun
edafologia_noun	édaphologie_noun
viable_adjective	viable_adjective
micròfon_noun	microphone_noun
amant_noun	amant_noun
delaurens_propernoun	delaurens_propernoun
preocupat_adjective	soucieux_adjective
equànime_adjective	impartial_adjective
animista_adjective	animiste_adjective
kantisme_noun	kantisme_noun
cutugno_propernoun	cutugno_propernoun
farace_propernoun	farace_propernoun
glutamat_noun	glutamate_noun
maeva_propernoun	maeva_propernoun
constituir_verb	constituer_verb
genialment_adverb	génialement_adverb
rebre-una-esbroncada_verb	faire-engueuler_verb
gràfic_adjective	graphique_adjective
guamán_propernoun	guamán_propernoun
tractar_verb	tâcher_verb
alfanumèric_adjective	alphanumérique_adjective
carro_propernoun	carro_propernoun
indeterminable_adjective	indéterminable_adjective
camus_propernoun	camus_propernoun
gustave_propernoun	gustave_propernoun
kirsten_propernoun	kirsten_propernoun
castañeda_propernoun	castañeda_propernoun
gòtic_adjective	gothique_adjective
prematurament_adverb	prématurément_adverb
pasquale_propernoun	pasquale_propernoun
pressupostar_verb	budgétiser_verb
repetti_propernoun	repetti_propernoun
agrumollar_verb	grumeler_verb
geoeconòmic_adjective	géo-économique_adjective
menor_adjective	mineur_adjective
dubtós_adjective	douteux_adjective
biscardini_propernoun	biscardini_propernoun
belizaire_propernoun	belizaire_propernoun
federar_verb	fédérer_verb
mite_noun	mythe_noun
intermitent_adjective	intermittent_adjective
astigmàtic_noun	astigmate_noun
bergé_propernoun	bergé_propernoun
rinoceront_noun	rhinocéros_noun
població_noun	population_noun
berkeli_noun	berkélium_noun
ningú_pronoun	personne_pronoun
prévost_propernoun	prévost_propernoun
dana_propernoun	dana_propernoun
poca-solta_noun	sot_noun
verdini_propernoun	verdini_propernoun
irun_propernoun	irun_propernoun
cambrer_noun	serveur_noun
mcculloch_propernoun	mcculloch_propernoun
arcar_verb	voûté_verb
benicull-de-xúquer_propernoun	benicull-de-xúquer_propernoun
animal_noun	rustre_noun
batallar_verb	batailler_verb
xilòfon_noun	xylophone_noun
diouf_propernoun	diouf_propernoun
planelles_propernoun	planelles_propernoun
noua_propernoun	noua_propernoun
tigli_propernoun	tigli_propernoun
dalila_propernoun	dalila_propernoun
equip_noun	équipe_noun
bouchard_propernoun	bouchard_propernoun
nucleoide_noun	nucléoïde_noun
owner_propernoun	owner_propernoun
criptografia_noun	cryptographie_noun
plet_noun	litige_noun
wagnerià_noun	wagnérien_noun
defallir_verb	défaillir_verb
davant-per-davant_adverb	face-à-face_adverb
animat_adjective	animé_adjective
viérin_propernoun	viérin_propernoun
dasha_propernoun	dasha_propernoun
tàctil_adjective	tactile_adjective
aniquilar_verb	anéantir_verb
lilian_propernoun	lilian_propernoun
codominància_noun	codominance_noun
guiness_propernoun	guiness_propernoun
gametòfit_noun	gamétophyte_noun
quadrimestre_noun	quadrimestre_noun
collodi_propernoun	collodi_propernoun
berdine_propernoun	berdine_propernoun
racionalista_noun	rationaliste_noun
amezcua_propernoun	amezcua_propernoun
uninominal_adjective	uninominal_adjective
mosley_propernoun	mosley_propernoun
extensament_adverb	largement_adverb
cardelli_propernoun	cardelli_propernoun
zirconi_noun	zirconium_noun
elias_propernoun	elias_propernoun
enginyeria_noun	ingéniérie_noun
feina_noun	boulot_noun
confinament_noun	confinement_noun
malacca_propernoun	malacca_propernoun
anèmic_adjective	anémique_adjective
embadalir_verb	ravir_verb
mansurova_propernoun	mansurova_propernoun
desvergonyit_adjective	effronté_adjective
ciclotímic_adjective	cyclothymique_adjective
tou_adjective	permissif_adjective
cenobita_noun	cénobite_noun
bassanini_propernoun	bassanini_propernoun
celebrar_verb	fêter_verb
testoni_propernoun	testoni_propernoun
asha_propernoun	asha_propernoun
gaudio_propernoun	gaudio_propernoun
de-bruijn_propernoun	de-bruijn_propernoun
benedictí_noun	bénédictin_noun
carrasquer_propernoun	carrasquer_propernoun
barateria_noun	baraterie_noun
secco_propernoun	secco_propernoun
lapiedra_propernoun	lapiedra_propernoun
metànic_adjective	méthanique_adjective
minucci_propernoun	minucci_propernoun
pituïtari_adjective	pituitaire_adjective
iòdic_adjective	iodique_adjective
embrionari_adjective	embryonnaire_adjective
tidbeck_propernoun	tidbeck_propernoun
boulay_propernoun	boulay_propernoun
cobrar_verb	toucher_verb
sixta_propernoun	sixta_propernoun
afable_adjective	affable_adjective
peixoto_propernoun	peixoto_propernoun
així-que_subordinatingconjunction	aussitôt-que_subordinatingconjunction
purament_adverb	purement_adverb
duhalde_propernoun	duhalde_propernoun
càustic_adjective	mordant_adjective
monticone_propernoun	monticone_propernoun
buron_propernoun	buron_propernoun
granularitat_noun	granularité_noun
sicuso_propernoun	sicuso_propernoun
taxista_noun	chauffeur-de-taxi_noun
montalbán_propernoun	montalbán_propernoun
apaivagar_verb	apaiser_verb
fata_propernoun	fata_propernoun
zoggia_propernoun	zoggia_propernoun
kandahar_propernoun	kandahar_propernoun
llorens_propernoun	llorens_propernoun
salomon_propernoun	salomon_propernoun
lexus_propernoun	lexus_propernoun
mato-grosso-do-sul_propernoun	mato-grosso-do-sul_propernoun
seu_noun	siège_noun
ferdinanda_propernoun	ferdinanda_propernoun
ontologia_noun	ontologie_noun
neimí_propernoun	neimí_propernoun
lamel·liforme_adjective	lamelliforme_adjective
lusità_noun	portugais_noun
afectar_verb	affecter_verb
lauzé_propernoun	lauzé_propernoun
verdor_noun	verdeur_noun
lluitador_noun	lutteur_noun
bucur_propernoun	bucur_propernoun
miòtic_adjective	myotique_adjective
pallerols_propernoun	pallerols_propernoun
conclave_noun	conclave_noun
harrak_propernoun	harrak_propernoun
buora_propernoun	buora_propernoun
casany_propernoun	casany_propernoun
ferraro_propernoun	ferraro_propernoun
connivència_noun	connivence_noun
albiñana_propernoun	albiñana_propernoun
