by-a-whisker_adverb	pels-pèls_adverb
structuralism_noun	estructuralisme_noun
negre_propernoun	negre_propernoun
justi_propernoun	justi_propernoun
dear_adverb	benvolguts/des_adverb
burgueño_propernoun	burgueño_propernoun
tanzania_propernoun	tanzània_propernoun
elusive_adjective	elusiu_adjective
tinder_noun	esca_noun
anxious_adjective	ansiós_adjective
annunciata_propernoun	annunciata_propernoun
indict_verb	imputar_verb
cros_propernoun	cros_propernoun
athlete_adjective	atleta_adjective
antibacterial_adjective	antibacterià_adjective
abbess_noun	abat_noun
output_noun	sortida_noun
thermoelectronic_adjective	termoelectrònic_adjective
zanobia_propernoun	zanobia_propernoun
berry_noun	baia_noun
greasy_adjective	greixós_adjective
riefenstahl_propernoun	riefenstahl_propernoun
farm_noun	granja_noun
next-fall_adverb	la-propera-tardor_adverb
transcriber_noun	transcriptor_noun
snub_noun	desfavor_noun
every_determiner	tot_determiner
vicenzo_propernoun	vicenzo_propernoun
ayllon_propernoun	ayllon_propernoun
anxiety_noun	ànsia_noun
world-anti-doping-agency_propernoun	agència-mundial-antidopatge_propernoun
éliane_propernoun	éliane_propernoun
right-across_preposition	a-l'altre-costat-de_preposition
orgasm_noun	orgasme_noun
broughton_propernoun	broughton_propernoun
gibeault_propernoun	gibeault_propernoun
november_noun	novembre_noun
saddler_noun	baster_noun
shot_noun	tret_noun
incompetent_adjective	incompetent_adjective
eduard_propernoun	eduard_propernoun
constancio_propernoun	constancio_propernoun
top_noun	part-superior_noun
unexplained_adjective	sense-explicació_adjective
pace_noun	pas_noun
vilallonga_propernoun	vilallonga_propernoun
balance-bridge_noun	pont-basculant_noun
equaliser_noun	equalitzador_noun
lithogenesis_noun	litogènesi_noun
insurable_adjective	assegurable_adjective
reinvest_verb	reinvertir_verb
harding_propernoun	harding_propernoun
abril_propernoun	abril_propernoun
revive_verb	reviure_verb
indeed_adverb	de-fet_adverb
stock-market_adjective	borsari_adjective
bénédict_propernoun	bénédict_propernoun
campi_propernoun	campi_propernoun
translation_noun	traducció_noun
juvenile_adjective	jovenívol_adjective
puntland_propernoun	puntland_propernoun
turmeric_noun	cúrcuma_noun
lladós_propernoun	lladós_propernoun
de-la-paz_propernoun	de-la-paz_propernoun
exocytosis_noun	exocitosi_noun
espasa-calpe_propernoun	espasa-calpe_propernoun
deer_noun	cérvol_noun
coach_verb	entrenar_verb
ilidio_propernoun	ilidio_propernoun
anglesite_noun	anglesita_noun
injective_adjective	injectiu_adjective
tiger_noun	tigre_noun
cimoteo_propernoun	cimoteo_propernoun
florian_propernoun	florian_propernoun
benigna_propernoun	benigna_propernoun
dargis_propernoun	dargis_propernoun
notorious_adjective	notori_adjective
montala_propernoun	montala_propernoun
distinctively_adverb	distintivament_adverb
obtrusive_adjective	inoportú_adjective
sail_verb	navegar_verb
deferential_adjective	deferencial_adjective
collective_adjective	col·lectiu_adjective
preemptive_adjective	preventiu_adjective
capricia_propernoun	capricia_propernoun
gellar_propernoun	gellar_propernoun
accountant_noun	comptable_noun
affinity_noun	afinitat_noun
to-the-front_adverb	al-davant_adverb
relativity_noun	relativitat_noun
constable_propernoun	constable_propernoun
brasseur_propernoun	brasseur_propernoun
dribbling_noun	driblatge_noun
seamless_adjective	sense-interrupcions_adjective
mock_adjective	simulat_adjective
ianina_propernoun	ianina_propernoun
rip_verb	estripar_verb
rational_adjective	racional_adjective
overheating_noun	reescalfament_noun
bodybuilder_noun	culturista_noun
afghan_adjective	afganès_adjective
grafter_noun	empeltador_noun
avon_propernoun	avon_propernoun
abram_propernoun	abram_propernoun
the-other-morning_adverb	l'altre-matí_adverb
at-the-earliest-opportunity_adverb	a-la-primera-oportunitat_adverb
grandchamp_propernoun	grandchamp_propernoun
camarasa_propernoun	camarasa_propernoun
pers_propernoun	pers_propernoun
dihedral_noun	diedre_noun
transnistria_propernoun	transnístria_propernoun
squaresoft_propernoun	squaresoft_propernoun
blender_noun	batedora_noun
fabi_propernoun	fabi_propernoun
valencia_propernoun	valència_propernoun
wherever_adverb	onsevulga-que_adverb
endemic_adjective	endèmic_adjective
berthelet_propernoun	berthelet_propernoun
farnsworth_propernoun	farnsworth_propernoun
polyglot_noun	poliglot_noun
beauseigle_propernoun	beauseigle_propernoun
tariq_propernoun	tariq_propernoun
statutory_adjective	estatutari_adjective
villain_noun	brivall_noun
tadeo_propernoun	tadeo_propernoun
zacheus_propernoun	zacheus_propernoun
intellectual_adjective	intel·lectual_adjective
publisher_noun	editorial_noun
aguera_propernoun	aguera_propernoun
sacristy_noun	sagristia_noun
tecla_propernoun	tecla_propernoun
transmissive_adjective	transmissor_adjective
muslim_adjective	musulmà_adjective
dontae_propernoun	dontae_propernoun
short_propernoun	short_propernoun
subtract_verb	restar_verb
out-of-season_adverb	fora-de-temporada_adverb
frederick_propernoun	frederick_propernoun
lip_noun	llavi_noun
mesocolon_noun	mesocòlon_noun
diastole_noun	diàstole_noun
hostage_noun	ostatge_noun
ring_noun	anell_noun
strombolian_adjective	estrombolià_adjective
stroke_noun	traç_noun
skiing_noun	esquí_noun
sabriá_propernoun	sabriá_propernoun
submarine_noun	submarí_noun
famous_adjective	cèlebre_adjective
quirino_propernoun	quirino_propernoun
summary_noun	resum_noun
remex_noun	rèmige_noun
shrink_verb	encongir_verb
dysplasia_noun	displàsia_noun
hypothalamus_noun	hipotàlem_noun
gastroscopy_noun	gastroscòpia_noun
virilocality_noun	virilocalitat_noun
dumbness_noun	mudesa_noun
ginger-haired_adjective	pèl-roig_adjective
etxaniz_propernoun	etxaniz_propernoun
metacarpial_adjective	metacarpià_adjective
moral_adjective	moral_adjective
bosphorus_propernoun	bòsfor_propernoun
traoré_propernoun	traoré_propernoun
stipulate_verb	estipular_verb
de-mingo_propernoun	de-mingo_propernoun
as-far-as-can-be-judged_adverb	pel-que-sembla_adverb
sobh_propernoun	sobh_propernoun
in-spite-of-all-that_adverb	malgrat-tot-això_adverb
fertile_adjective	fèrtil_adjective
claudio_propernoun	claudio_propernoun
sheik_noun	xeic_noun
apterous_adjective	àpter_adjective
johnny_propernoun	johnny_propernoun
phanotron_noun	fanotró_noun
upstairs_adverb	al-pis-de-dalt_adverb
samira_propernoun	samira_propernoun
siding_noun	apartador_noun
pharaonic_adjective	faraònic_adjective
hard-working_adjective	feinador_adjective
allah_propernoun	allah_propernoun
on-behalf_adverb	en-nom-seu_adverb
sosa_propernoun	sosa_propernoun
emotional_adjective	emocional_adjective
desk_noun	escriptori_noun
road-accident_noun	accident-de-trànsit_noun
assonance_noun	assonància_noun
rhinoscopy_noun	rinoscòpia_noun
renire_propernoun	renire_propernoun
inflame_verb	aflamar_verb
leo_propernoun	leo_propernoun
forceps_noun	fòrceps_noun
zonular_adjective	zonular_adjective
whitehouse_propernoun	whitehouse_propernoun
departmental_adjective	departamental_adjective
paragenesis_noun	paragènesi_noun
anti-doping-regulation_noun	normativa-antidopatge_noun
engraver_noun	gravador_noun
lockup_noun	presó_noun
chery_propernoun	chery_propernoun
in-conjunction_adverb	conjuntament_adverb
namibian_adjective	namibià_adjective
accurate_adjective	curós_adjective
delicious_adjective	deliciós_adjective
segment_verb	segmentar_verb
zander_propernoun	zander_propernoun
alphonsine_propernoun	alphonsine_propernoun
in-living-memory_adverb	en-la-memòria_adverb
buffalo_noun	búfal_noun
wedding_noun	noces_noun
palaeoclimate_noun	paleoclima_noun
participatory_adjective	participatiu_adjective
carbonated_adjective	carbonatat_adjective
undesirable_adjective	indesitjable_adjective
barren_adjective	estèril_adjective
baldrich_propernoun	baldrich_propernoun
sadomasochist_noun	sadomasoquista_noun
raga_propernoun	raga_propernoun
suso-de-toro_propernoun	suso-de-toro_propernoun
halite_noun	halita_noun
at-bottom_adverb	en-el-fons_adverb
martin_propernoun	martin_propernoun
cordeau_propernoun	cordeau_propernoun
portrayal_noun	retrat_noun
feverish_adjective	febril_adjective
nail_noun	ungla_noun
preserve_verb	preservar_verb
pamphleteer_noun	pamfletista_noun
bégin_propernoun	bégin_propernoun
incognito_adverb	d'incògnit_adverb
freewill_noun	albir_noun
bélanger_propernoun	bélanger_propernoun
statue_noun	estàtua_noun
on-my-part_adverb	per-part-meva_adverb
farmer_noun	ramader_noun
minority-shareholder_noun	accionista-minoritari_noun
lévi_propernoun	lévi_propernoun
repressive_adjective	repressiu_adjective
iraci_propernoun	iraci_propernoun
ache_verb	doldre_verb
in-the-middle-of-the-morning_adverb	a-mig-matí_adverb
shooting_noun	afusellament_noun
ziegfeld_propernoun	ziegfeld_propernoun
pyretotherapy_noun	piretoteràpia_noun
round_noun	assalt_noun
orencia_propernoun	orencia_propernoun
warm_adjective	tebi_adjective
asphyxia_noun	asfíxia_noun
lagunas_propernoun	lagunas_propernoun
notochord_noun	notocordi_noun
film-festival_noun	festival-de-cinema_noun
carles_propernoun	carles_propernoun
symposium_noun	simposi_noun
thornton_propernoun	thornton_propernoun
unpremeditation_noun	impremeditació_noun
ammeter_noun	amperímetre_noun
osteosis_noun	osteosi_noun
pickpocket_noun	carterista_noun
asleep_adjective	adormit_adjective
aerograph_noun	aerògraf_noun
solid_adjective	sòlid_adjective
anaphoric_adjective	anafòric_adjective
covariant_adjective	covariant_adjective
of-a-sort_adjective	d'algun-tipus_adjective
dios_propernoun	dios_propernoun
zhukov_propernoun	júkov_propernoun
jean-françois_propernoun	jean-françois_propernoun
anisometropia_noun	anisometropia_noun
lizotte_propernoun	lizotte_propernoun
suazo_propernoun	suazo_propernoun
toth_propernoun	toth_propernoun
algaculture_noun	algicultura_noun
impute_verb	imputar_verb
vocelle_propernoun	vocelle_propernoun
hairstyle_noun	pentinat_noun
business-name_noun	nom-comercial_noun
nickname_verb	anomenar_verb
fleshy_adjective	carnós_adjective
elimination_noun	eliminació_noun
correctness_noun	correcció_noun
really_adverb	realment_adverb
mollie_propernoun	mollie_propernoun
reel_noun	carret_noun
ahumada_propernoun	ahumada_propernoun
fork_verb	enforcar_verb
bead_noun	gra_noun
yilda_propernoun	yilda_propernoun
narbonne_propernoun	narbona_propernoun
conde_propernoun	conde_propernoun
magdalen-islands_propernoun	illes-de-la-magdalena_propernoun
wall-street_propernoun	wall-street_propernoun
freight-car_noun	vagó-de-mercaderies_noun
jhesua_propernoun	jhesua_propernoun
jurgen_propernoun	jurgen_propernoun
glyoxysome_noun	glioxisoma_noun
affrication_noun	africació_noun
hide_verb	amagar_verb
by-means-of_preposition	per-mitjà-de_preposition
encinas_propernoun	encinas_propernoun
televise_verb	televisar_verb
spondylosis_noun	espondilosi_noun
performance_noun	interpretació_noun
alcivar_propernoun	alcivar_propernoun
concatenation_noun	concatenació_noun
modesto_propernoun	modesto_propernoun
testify_verb	testificar_verb
afternoon_noun	vesprada_noun
ortega-i-alemany_propernoun	ortega-i-alemany_propernoun
bruise_noun	blau_noun
alliance_noun	aliança_noun
rami_propernoun	rami_propernoun
antivirus_adjective	antivirus_adjective
borghol_propernoun	borghol_propernoun
koby_propernoun	koby_propernoun
heng_propernoun	heng_propernoun
neuroscience_noun	neurociència_noun
viata-iano_propernoun	viata-iano_propernoun
hayeur_propernoun	hayeur_propernoun
next-week_adverb	la-setmana-que-ve_adverb
olmstead_propernoun	olmstead_propernoun
from-that-time-onwards_adverb	des-d'aquell-moment_adverb
expander_noun	expansor_noun
metascience_noun	metaciència_noun
são-tomé-and-príncipe_propernoun	sao-tomé-i-príncipe_propernoun
cabrerizo_propernoun	cabrerizo_propernoun
tendero_propernoun	tendero_propernoun
pungent_adjective	punyent_adjective
behead_verb	decapitar_verb
economical_adjective	econòmic_adjective
yolanda_propernoun	yolanda_propernoun
rob_verb	atracar_verb
instance_noun	cas_noun
address_noun	adreça_noun
yung_propernoun	yung_propernoun
hospitality_noun	hospitalitat_noun
transient_adjective	transitori_adjective
artemis_propernoun	àrtemis_propernoun
mero_propernoun	mero_propernoun
parasitical_adjective	parasitari_adjective
prize-winning_verb	premiar_verb
abella_propernoun	abella_propernoun
sleeve_noun	mànega_noun
neuroglia_noun	neuròglia_noun
bertín_propernoun	bertín_propernoun
hasan_propernoun	hasan_propernoun
arjan_propernoun	arjan_propernoun
abstraction_noun	abstracció_noun
facetious_adjective	bromista_adjective
greenfinch_noun	verdum_noun
tönis_propernoun	tönis_propernoun
with-reference-to_preposition	amb-referència-a_preposition
intrigue_verb	intrigar_verb
amneris_propernoun	amneris_propernoun
oppose_verb	oposar_verb
alicia_propernoun	alicia_propernoun
chen_propernoun	chen_propernoun
blacksmith_propernoun	blacksmith_propernoun
qualifier_noun	qualificador_noun
dalixa_propernoun	dalixa_propernoun
photoreceiver_noun	fotoreceptor_noun
verena_propernoun	verena_propernoun
entirely_adverb	íntegrament_adverb
beaulé_propernoun	beaulé_propernoun
mahoma_propernoun	mahoma_propernoun
pseudomanifold_noun	pseudovarietat_noun
thermoelectric_adjective	termoelèctric_adjective
pittsburgh_propernoun	pittsburgh_propernoun
celebrate_verb	festejar_verb
palatoschisis_noun	palatòsquisi_noun
state_verb	constar_verb
artichoke_noun	carxofa_noun
adapter_noun	adaptador_noun
physical-chemistry_noun	fisicoquímica_noun
zoel_propernoun	zoel_propernoun
velia_propernoun	velia_propernoun
owner_noun	amo_noun
blank_noun	espai_noun
retail_noun	venda-al-detall_noun
whitfield_propernoun	whitfield_propernoun
synchronizer_noun	sincronitzador_noun
frictional_adjective	friccional_adjective
iran_propernoun	iran_propernoun
lorentz_propernoun	lorentz_propernoun
braille_noun	braille_noun
vase_noun	gerro_noun
risueño_propernoun	risueño_propernoun
stair_noun	graó_noun
at-intervals_adverb	a-intervals_adverb
mayoral_propernoun	mayoral_propernoun
endless_adjective	inacabable_adjective
exit_verb	eixir_verb
get-out_verb	sortir_verb
in-the-best-sense_adverb	en-el-bon-sentit_adverb
redress_verb	reparar_verb
collaboration_noun	col·laboració_noun
norina_propernoun	norina_propernoun
reece_propernoun	reece_propernoun
institutionalise_verb	institucionalitzar_verb
ansley_propernoun	ansley_propernoun
kostunica_propernoun	kostunica_propernoun
helophyte_noun	helòfit_noun
incur_verb	provocar_verb
gestetner_propernoun	gestetner_propernoun
contradictory_adjective	contradictori_adjective
oxygenate_verb	oxigenar_verb
vitellius_propernoun	vitel·li_propernoun
cut_noun	retallada_noun
lacelle_propernoun	lacelle_propernoun
abadia_propernoun	abadia_propernoun
bretton-woods_propernoun	bretton-woods_propernoun
erec_propernoun	erec_propernoun
ponzio_propernoun	ponzio_propernoun
alianore_propernoun	alianore_propernoun
nelma_propernoun	nelma_propernoun
up-to-date_adjective	actualitzat_adjective
aspectual_adjective	aspectual_adjective
rudder_noun	timó_noun
bay-of-biscay_propernoun	mar-cantàbrica_propernoun
sampling_noun	mostreig_noun
endometrium_noun	endometri_noun
dispermy_noun	dispèrmia_noun
hazelnut_noun	avellana_noun
as-far-as-she's-concerned_adverb	per-la-seva-part_adverb
biomedical_adjective	biomèdic_adjective
oat_noun	civada_noun
giustino_propernoun	giustino_propernoun
tibet_propernoun	tibet_propernoun
pentose_noun	pentosa_noun
scooby_propernoun	scooby_propernoun
exxon_propernoun	exxon_propernoun
worker_noun	treballador_noun
fluvia_propernoun	fluvia_propernoun
disturbance_noun	esvalot_noun
indication_noun	indicació_noun
rage_noun	ràbia_noun
masdeu_propernoun	masdeu_propernoun
poch_propernoun	poch_propernoun
reales_propernoun	reales_propernoun
renegotiate_verb	renegociar_verb
reconquest_noun	reconquesta_noun
aye_adverb	sí_adverb
duration_noun	durada_noun
valeriana_propernoun	valeriana_propernoun
ours_adjective	nostre_adjective
ours_possessivepronoun	nostre_possessivepronoun
ours_possessivepronoun	nostre_possessivepronoun
ours_possessivepronoun	nostre_possessivepronoun
ours_adjective	nostre_adjective
ours_possessivepronoun	nostre_possessivepronoun
perthite_noun	pertita_noun
grain_verb	granular_verb
diagonal_noun	diagonal_noun
leng_propernoun	leng_propernoun
pronoun_noun	pronom_noun
cartload_noun	carretada_noun
by-this-time_adverb	a-hores-d'ara_adverb
vitamin_adjective	vitamínic_adjective
sifredo_propernoun	sifredo_propernoun
pillar_noun	pilar_noun
dielectric_noun	dielèctric_noun
damascene_verb	damasquinar_verb
delaunière_propernoun	delaunière_propernoun
deacon_noun	diaca_noun
herpsime_propernoun	herpsime_propernoun
hobbs_propernoun	hobbs_propernoun
theocracy_noun	teocràcia_noun
scruple_noun	escrúpol_noun
in-exchange-for_preposition	a-canvi-de_preposition
grievous_adjective	greu_adjective
carry_verb	portar_verb
the-next-fall_adverb	la-propera-tardor_adverb
cereal_noun	cereal_noun
as-far-as-they're-concerned_adverb	per-la-seua-part_adverb
françoise_propernoun	françoise_propernoun
beaupré_propernoun	beaupré_propernoun
jeshua_propernoun	jeshua_propernoun
mas-i-conde_propernoun	mas-i-conde_propernoun
petrochemical_noun	producte-petroquímic_noun
