ilegitimamente_adverb	il·legítimament_adverb
briguglio_propernoun	briguglio_propernoun
federativamente_adverb	federativament_adverb
claustro_noun	claustre_noun
originar_verb	originar_verb
confuso_adjective	confús_adjective
ensaiar_verb	assajar_verb
kva_noun	kva_noun
fotometria_noun	fotometria_noun
raigón_propernoun	raigón_propernoun
vanhoutte_propernoun	vanhoutte_propernoun
traveset_propernoun	traveset_propernoun
piché_propernoun	piché_propernoun
ortodoxamente_adverb	ortodoxament_adverb
delasablonnière_propernoun	delasablonnière_propernoun
federação_noun	federació_noun
cantallops_propernoun	cantallops_propernoun
hidrotécnico_adjective	hidrotècnic_adjective
protecionista_adjective	proteccionista_adjective
nuclear_adjective	nuclear_adjective
disipar_verb	disipar_verb
cicu_propernoun	cicu_propernoun
bernatchez_propernoun	bernatchez_propernoun
atallah_propernoun	atallah_propernoun
institucionalmente_adverb	institucionalment_adverb
mironescu_propernoun	mironescu_propernoun
palmítico_adjective	palmític_adjective
anotar_verb	anotar_verb
robespierre_propernoun	robespierre_propernoun
veneno_noun	metzina_noun
ervanço_noun	cigró_noun
herzl_propernoun	herzl_propernoun
cabañes_propernoun	cabañes_propernoun
rizzo_propernoun	rizzo_propernoun
faja_propernoun	faja_propernoun
lucchini_propernoun	lucchini_propernoun
estomatologista_noun	estomatòleg_noun
cot_propernoun	cot_propernoun
em-médio-prazo_adverb	a-mitjà-termini_adverb
pretensão_noun	pretensió_noun
comunalista_adjective	comunalista_adjective
reticência_noun	reticència_noun
scalia_propernoun	scalia_propernoun
monni_propernoun	monni_propernoun
sant-martí-sesgueioles_propernoun	sant-martí-sesgueioles_propernoun
aproveitar_verb	aprofitar_verb
defensor_noun	defensor_noun
antisemita_adjective	antisemita_adjective
mearsheimer_propernoun	mearsheimer_propernoun
prévert_propernoun	prévert_propernoun
conchiglia_propernoun	conchiglia_propernoun
marcotte_propernoun	marcotte_propernoun
corella_propernoun	corella_propernoun
orçamentário_adjective	pressupostari_adjective
thuram_propernoun	thuram_propernoun
fotomicrográfico_adjective	fotomicrogràfic_adjective
ibañez_propernoun	ibañez_propernoun
satisfazer_verb	satisfer_verb
monguzzi_propernoun	monguzzi_propernoun
fariseísmo_noun	fariseisme_noun
montecuollo_propernoun	montecuollo_propernoun
carbona_propernoun	carbona_propernoun
weinberger_propernoun	weinberger_propernoun
kelvin_propernoun	kelvin_propernoun
octano_noun	octà_noun
falar_noun	parlar_noun
histriônico_adjective	histriònic_adjective
obturado_adjective	obturat_adjective
antiaéreo_adjective	antiaeri_adjective
juez_propernoun	juez_propernoun
aranegi_propernoun	aranegi_propernoun
ridley_propernoun	ridley_propernoun
prolífico_adjective	prolífic_adjective
figueras_propernoun	figueras_propernoun
columbu_propernoun	columbu_propernoun
georgiev_propernoun	georgiev_propernoun
habilmente_adverb	hàbilment_adverb
incentivo_noun	incentiu_noun
riera_propernoun	riera_propernoun
amuleto_noun	amulet_noun
lluc_propernoun	lluc_propernoun
mormonista_adjective	mormó_adjective
dracula_propernoun	dracula_propernoun
ductilidade_noun	ductilitat_noun
barco_noun	barco_noun
hipsografia_noun	hipsografia_noun
shakira_propernoun	shakira_propernoun
povoação_noun	poblament_noun
riley_propernoun	riley_propernoun
massaguer_propernoun	massaguer_propernoun
deslocamento_noun	desplaçament_noun
alano_adjective	alà_adjective
amati_propernoun	amati_propernoun
von-dellmensingen_propernoun	von-dellmensingen_propernoun
contudo_coordinatingconjunction	però_coordinatingconjunction
interferir_verb	interferir_verb
matoub_propernoun	matoub_propernoun
guixers_propernoun	guixers_propernoun
marcaurèle_propernoun	marcaurèle_propernoun
bracteal_adjective	bracteal_adjective
zuse_propernoun	zuse_propernoun
telmosse_propernoun	telmosse_propernoun
civicamente_adverb	cívicament_adverb
higgins_propernoun	higgins_propernoun
vaugeois_propernoun	vaugeois_propernoun
montenegrino_noun	montenegrí_noun
hidróxido_noun	hidròxid_noun
fuso_noun	fus_noun
intercalado_adjective	intercalat_adjective
burón_propernoun	burón_propernoun
conceição_propernoun	conceição_propernoun
caviloso_adjective	cavil·lós_adjective
confucionista_adjective	confucianista_adjective
pelicano_noun	pelicà_noun
montells_propernoun	montells_propernoun
indulgentemente_adverb	indulgentment_adverb
socialização_noun	socialització_noun
silvicultura_noun	silvicultura_noun
para-além-de_preposition	més-enllà-de_preposition
verducci_propernoun	verducci_propernoun
boccaccio_propernoun	boccaccio_propernoun
buccico_propernoun	buccico_propernoun
mulo_noun	mul_noun
philip_propernoun	philip_propernoun
rampante_adjective	rampant_adjective
de-villiers_propernoun	de-villiers_propernoun
evidentemente_adverb	evidentment_adverb
aguadé_propernoun	aguadé_propernoun
cachorro_noun	cadell_noun
ayub_propernoun	ayub_propernoun
adorar_verb	adorar_verb
sargento_noun	sergent_noun
potries_propernoun	potries_propernoun
mundanidade_noun	mundanitat_noun
convulsivo_adjective	convulsiu_adjective
lehouillier_propernoun	lehouillier_propernoun
potenciação_noun	potenciació_noun
entrena_propernoun	entrena_propernoun
duelo_noun	duel_noun
arambarri_propernoun	arambarri_propernoun
carreteiro_noun	carreter_noun
gabão_propernoun	gabon_propernoun
convocar_verb	convocar_verb
vacilar_verb	vacil·lar_verb
crook_propernoun	crook_propernoun
etnográfico_adjective	etnogràfic_adjective
feroz_adjective	feroç_adjective
anginoso_adjective	anginós_adjective
maitê_propernoun	maitê_propernoun
legislação_noun	legislació_noun
diretor_noun	director_noun
agirresarobe_propernoun	agirresarobe_propernoun
berga_propernoun	berga_propernoun
guadiana_propernoun	guadiana_propernoun
curso_noun	curs_noun
cosmovisão_noun	cosmovisió_noun
noé_propernoun	noé_propernoun
dépôt_propernoun	dépôt_propernoun
franks_propernoun	franks_propernoun
xxxii_numeral	xxxii_numeral
conquista_noun	conquesta_noun
nany_propernoun	nany_propernoun
lapensée_propernoun	lapensée_propernoun
cruyff_propernoun	cruyff_propernoun
daltônico_adjective	daltònic_adjective
brandes_propernoun	brandes_propernoun
algarve_propernoun	algarve_propernoun
platonicamente_adverb	platònicament_adverb
irreparável_adjective	irreparable_adjective
carratalà_propernoun	carratalà_propernoun
predicado_noun	predicat_noun
luu_propernoun	luu_propernoun
luzón_propernoun	luzón_propernoun
rajadell_propernoun	rajadell_propernoun
incorreto_adjective	incorrecte_adjective
mediação_noun	mediació_noun
deom_propernoun	deom_propernoun
intratável_adjective	intractable_adjective
animadversão_noun	animadversió_noun
maximalista_adjective	maximalista_adjective
gabas_propernoun	gabas_propernoun
connecticut_propernoun	connecticut_propernoun
cônsul_noun	cònsol_noun
prestar_verb	prestar_verb
duranleau_propernoun	duranleau_propernoun
realizar_verb	realitzar_verb
graells_propernoun	graells_propernoun
iberista_adjective	iberista_adjective
teatralizar_verb	teatralitzar_verb
bertazzi_propernoun	bertazzi_propernoun
negociadoramente_adverb	negociadorament_adverb
tecido_noun	teixit_noun
mouro_adjective	moro_adjective
estupiña_propernoun	estupiña_propernoun
ossó-de-sió_propernoun	ossó-de-sió_propernoun
concernente_adjective	concernent_adjective
vallipuram_propernoun	vallipuram_propernoun
culpar_verb	culpar_verb
pelicular_adjective	pel·licular_adjective
imperceptivelmente_adverb	imperceptiblement_adverb
lingüístico_adjective	lingüístic_adjective
solanilla_propernoun	solanilla_propernoun
manno_propernoun	manno_propernoun
arquivo_noun	fitxer_noun
handebolista_noun	jugador-d'handbol_noun
pontós_propernoun	pontós_propernoun
vaginulado_adjective	vaginulat_adjective
elidível_adjective	elidible_adjective
dentro-de_preposition	dins-de_preposition
deontologia_noun	deontologia_noun
monocelular_adjective	monocel·lular_adjective
fauchon_propernoun	fauchon_propernoun
destramente_adverb	destrament_adverb
renegador_adjective	renegador_adjective
odontologia_noun	odontologia_noun
humorístico_adjective	humorístic_adjective
arañuel_propernoun	arañuel_propernoun
transsexual_adjective	transsexual_adjective
inexacto_adjective	inexacte_adjective
trovato_propernoun	trovato_propernoun
gilberto_propernoun	gilberto_propernoun
prender_verb	arrestar_verb
trabado_propernoun	trabado_propernoun
saliva_noun	saliva_noun
escândalo_noun	escàndol_noun
sucessivamente_adverb	successivament_adverb
bolsonaro_propernoun	bolsonaro_propernoun
percuciente_adjective	percucient_adjective
colella_propernoun	colella_propernoun
anódico_adjective	anòdic_adjective
maoista_noun	maoista_noun
ozonização_noun	ozonització_noun
costello_propernoun	costello_propernoun
evaristo_propernoun	evaristo_propernoun
catalán_propernoun	catalán_propernoun
chateaubriand_propernoun	chateaubriand_propernoun
ressoar_verb	ressonar_verb
coreano_noun	coreà_noun
catalano-aragonês_adjective	catalanoaragonès_adjective
asiático_noun	asiàtic_noun
rojc_propernoun	rojc_propernoun
complicador_adjective	complicador_adjective
gisela_propernoun	gisela_propernoun
insinceridade_noun	insinceritat_noun
triassi_propernoun	triassi_propernoun
adequadamente_adverb	adequadament_adverb
vilamarxant_propernoun	vilamarxant_propernoun
tete_propernoun	tete_propernoun
hipocrisia_noun	hipocresia_noun
calcificação_noun	calcificació_noun
positivo_adjective	positiu_adjective
emigrar_verb	emigrar_verb
banco-de-dados_noun	banc-de-dades_noun
mas-fornés_propernoun	mas-fornés_propernoun
mondale_propernoun	mondale_propernoun
molhado_adjective	mullat_adjective
duvivier_propernoun	duvivier_propernoun
insaciavelmente_adverb	insaciablement_adverb
cobertura_noun	cobertura_noun
cansado_adjective	cansat_adjective
aglutinável_adjective	aglutinable_adjective
unanimemente_adverb	unànimement_adverb
montitxelvo_propernoun	montitxelvo_propernoun
westwood_propernoun	westwood_propernoun
cruset_propernoun	cruset_propernoun
molnar_propernoun	molnar_propernoun
bashmakova_propernoun	bashmakova_propernoun
arrependido_noun	penedit_noun
reformatório_adjective	reformatori_adjective
altman_propernoun	altman_propernoun
acossar_verb	acorralar_verb
obomsawin_propernoun	obomsawin_propernoun
ezenarro_propernoun	ezenarro_propernoun
vilarrasa_propernoun	vilarrasa_propernoun
aventura_noun	aventura_noun
impressora_noun	impressora_noun
lapalme_propernoun	lapalme_propernoun
incondicionado_adjective	incondicionat_adjective
semiologia_noun	semiologia_noun
puncel_propernoun	puncel_propernoun
rubinat_propernoun	rubinat_propernoun
casajuana_propernoun	casajuana_propernoun
romanizar_verb	romanitzar_verb
de-belém_propernoun	de-belém_propernoun
até_preposition	fins-a_preposition
desvincular_verb	desvincular_verb
interminavelmente_adverb	interminablement_adverb
anquilosar_verb	anquilosar_verb
sutherland_propernoun	sutherland_propernoun
notório_adjective	notori_adjective
parrales_propernoun	parrales_propernoun
jordá_propernoun	jordá_propernoun
pion_propernoun	pion_propernoun
concentrável_adjective	concentrable_adjective
aflição_noun	aflicció_noun
inferir_verb	inferir_verb
ordinário_adjective	ordinari_adjective
czibor_propernoun	czibor_propernoun
mateiro_adjective	mater_adjective
auspicioso_adjective	auspiciós_adjective
funerário_adjective	funerari_adjective
ruandês_adjective	ruandès_adjective
morselli_propernoun	morselli_propernoun
presidente-da-câmara-municipal_noun	alcalde_noun
soporífico_adjective	soporífic_adjective
fechadura_noun	pany_noun
blaya_propernoun	blaya_propernoun
gelli_propernoun	gelli_propernoun
ruskin_propernoun	ruskin_propernoun
exacerbação_noun	exacerbació_noun
revolucionar_verb	revolucionar_verb
battaggia_propernoun	battaggia_propernoun
musso_propernoun	musso_propernoun
gasbarri_propernoun	gasbarri_propernoun
olaya_propernoun	olaya_propernoun
fantasmal_adjective	fantasmal_adjective
ponniah_propernoun	ponniah_propernoun
betit_propernoun	betit_propernoun
belgodere_propernoun	belgodere_propernoun
incompreensão_noun	incomprensió_noun
casimiro_propernoun	casimiro_propernoun
sampol-mas_propernoun	sampol-mas_propernoun
cátedra_noun	càtedra_noun
goethiano_adjective	goethià_adjective
gandía_propernoun	gandía_propernoun
basco_noun	basc_noun
elmet_propernoun	elmet_propernoun
contell_propernoun	contell_propernoun
sherlock_propernoun	sherlock_propernoun
llorenç-del-penedès_propernoun	llorenç-del-penedès_propernoun
edison_propernoun	edison_propernoun
fronteira_noun	frontera_noun
nuvem_noun	núvol_noun
mccutcheon_propernoun	mccutcheon_propernoun
paragógico_adjective	paragògic_adjective
chomsky_propernoun	chomsky_propernoun
injuriador_adjective	injuriador_adjective
doyle_propernoun	doyle_propernoun
abella_propernoun	abella_propernoun
caloria_noun	caloria_noun
espanha_propernoun	espanya_propernoun
décimo-oitavo_adjective	divuitè_adjective
escuderia_noun	escuderia_noun
malevolência_noun	malevolència_noun
morissette_propernoun	morissette_propernoun
reed_propernoun	reed_propernoun
boroli_propernoun	boroli_propernoun
pomponi_propernoun	pomponi_propernoun
concurrente_adjective	concurrent_adjective
alegórico_adjective	al·legòric_adjective
marculescu_propernoun	marculescu_propernoun
destino_noun	destí_noun
lamarck_propernoun	lamarck_propernoun
alabastrino_adjective	alabastrí_adjective
vice-versa_adverb	viceversa_adverb
conotação_noun	connotació_noun
marti_propernoun	marti_propernoun
nebot_propernoun	nebot_propernoun
tributável_adjective	tributable_adjective
alp_propernoun	alp_propernoun
campo_noun	camp_noun
onde_adverb	a-on_adverb
onde_relativepronoun	a-on_relativepronoun
onde_adverb	a-on_adverb
onde_relativepronoun	a-on_relativepronoun
onde_adverb	a-on_adverb
onde_relativepronoun	a-on_relativepronoun
onde_interrogativepronoun	a-on_interrogativepronoun
marcou_propernoun	marcou_propernoun
pereyra_propernoun	pereyra_propernoun
cito_propernoun	cito_propernoun
concetualista_adjective	conceptualista_adjective
irrisão_noun	irrisió_noun
buora_propernoun	buora_propernoun
duodenário_adjective	duodenari_adjective
la-torre-de-les-maçanes_propernoun	la-torre-de-les-maçanes_propernoun
topologia_noun	topologia_noun
reviglio_propernoun	reviglio_propernoun
tomeu_propernoun	tomeu_propernoun
lizotte_propernoun	lizotte_propernoun
inestimado_adjective	inestimat_adjective
groenlândia_propernoun	groenlàndia_propernoun
sito_verb	situar_verb
abdias_propernoun	abdias_propernoun
hedonista_adjective	hedonista_adjective
lacourse_propernoun	lacourse_propernoun
desempenhar_verb	reeixir_verb
cartaginês_noun	cartaginès_noun
domenici_propernoun	domenici_propernoun
almagro_propernoun	almagro_propernoun
vizuete_propernoun	vizuete_propernoun
seletivo_adjective	selectiu_adjective
esculpir_verb	esculpir_verb
bellegarde_propernoun	bellegarde_propernoun
llora_propernoun	llora_propernoun
oticamente_adverb	òpticament_adverb
secessionista_adjective	secessionista_adjective
saviane_propernoun	saviane_propernoun
representativamente_adverb	representativament_adverb
simbolizar_verb	simbolitzar_verb
estante_noun	prestatgeria_noun
juratório_adjective	juratori_adjective
envenenamento_noun	enverinament_noun
retroalimentação_noun	retroalimentació_noun
capa_noun	capa_noun
abusador_adjective	abusador_adjective
climatização_noun	climatització_noun
boquillon_propernoun	boquillon_propernoun
villaro_propernoun	villaro_propernoun
cólon_noun	còlon_noun
maçonaria_noun	maçoneria_noun
lebourdais_propernoun	lebourdais_propernoun
febrilmente_adverb	febrilment_adverb
parkinson_propernoun	parkinson_propernoun
ayckbourn_propernoun	ayckbourn_propernoun
amoddio_propernoun	amoddio_propernoun
cevallos_propernoun	cevallos_propernoun
guasch_propernoun	guasch_propernoun
bottaro_propernoun	bottaro_propernoun
bechis_propernoun	bechis_propernoun
castiglione_propernoun	castiglione_propernoun
evi_propernoun	evi_propernoun
gherea_propernoun	gherea_propernoun
hierro_propernoun	hierro_propernoun
carne_noun	carn_noun
liviu_propernoun	liviu_propernoun
palacio_propernoun	palacio_propernoun
brandolin_propernoun	brandolin_propernoun
recriar_verb	recrear_verb
fardin_propernoun	fardin_propernoun
scalvini_propernoun	scalvini_propernoun
boisvenue_propernoun	boisvenue_propernoun
napolitano_noun	napolità_noun
solifluxão_noun	solifluxió_noun
constitutivo_adjective	constitutiu_adjective
professar_verb	professar_verb
labrada_propernoun	labrada_propernoun
bajona_propernoun	bajona_propernoun
altimira_propernoun	altimira_propernoun
relógio_noun	rellotge_noun
noturnal_adjective	nocturnal_adjective
embriologista_noun	embriòleg_noun
