waiting_for_preposition_en	esperando_a_preposition_es
comic_noun_en	cómico_noun_es
age_of_enlightenment_propernoun_en	siglo_de_las_luces_propernoun_es
group_noun_en	conjunto_noun_es
esoterism_noun_en	esoterismo_noun_es
legality_noun_en	legalidad_noun_es
fresh_adjective_en	fresco_adjective_es
colonise_verb_en	colonizar_verb_es
vision_noun_en	visión_noun_es
underwater_adjective_en	submarino_adjective_es
chop_noun_en	chuleta_noun_es
isolationist_adjective_en	aislacionista_adjective_es
euskadi_propernoun_en	euskadi_propernoun_es
be_worth_verb_en	valer_verb_es
flora_noun_en	flora_noun_es
daycare_noun_en	guardería_noun_es
cable_noun_en	cable_noun_es
clarity_noun_en	claridad_noun_es
cytosome_noun_en	citosoma_noun_es
grammarian_noun_en	gramático_noun_es
relaxation_noun_en	relajación_noun_es
socialist_adjective_en	socialista_adjective_es
partly_adverb_en	en_parte_adverb_es
guanaco_noun_en	guanaco_noun_es
wild_abandon_noun_en	desenfreno_noun_es
incident_noun_en	incidente_noun_es
involve_verb_en	implicar_verb_es
bel_noun_en	belio_noun_es
at_every_turn_adverb_en	cada_vez_adverb_es
bay_of_biscay_propernoun_en	cantábrico_propernoun_es
hail_verb_en	saludar_verb_es
commission_verb_en	encargar_verb_es
under_the_influence_adverb_en	bajo_la_influencia_adverb_es
fifth_determiner_en	quinto_determiner_es
hemispherical_adjective_en	hemisférico_adjective_es
inaction_noun_en	inacción_noun_es
legion_noun_en	legión_noun_es
measure_verb_en	medir_verb_es
rear-admiral_noun_en	contralmirante_noun_es
redistribute_verb_en	redistribuir_verb_es
large_intestine_noun_en	intestino_grueso_noun_es
daw_noun_en	corneja_noun_es
larch_noun_en	alerce_noun_es
counterbalance_verb_en	contrarrestar_verb_es
renovate_verb_en	renovar_verb_es
deposit_noun_en	depósito_noun_es
supply_noun_en	abasto_noun_es
calmly_adverb_en	con_calma_adverb_es
execute_in_writing_verb_en	constar_por_escrito_verb_es
memorialize_verb_en	conmemorar_verb_es
spanish_agency_for_international_cooperation_and_development_propernoun_en	agencia_española_de_cooperación_internacional_para_el_desarrollo_propernoun_es
shopkeeper_noun_en	tendero_noun_es
attire_noun_en	atavío_noun_es
afterwards_adverb_en	luego_adverb_es
abduct_verb_en	secuestrar_verb_es
pot_noun_en	olla_noun_es
hippocampus_noun_en	hipocampo_noun_es
tubercle_noun_en	tubérculo_noun_es
agnew_propernoun_en	agnew_propernoun_es
postpone_verb_en	posponer_verb_es
madagascar_propernoun_en	madagascar_propernoun_es
peasant_adjective_en	villano_adjective_es
round_off_verb_en	acabar_verb_es
well_adverb_en	bien_adverb_es
infant_mortality_rate_noun_en	tasa_de_mortalidad_infantil_noun_es
cap_noun_en	tapón_noun_es
margin_noun_en	margen_noun_es
documentalist_noun_en	documentalista_noun_es
ardour_noun_en	fervor_noun_es
ad_noun_en	anuncio_noun_es
authorised_car_dealer_noun_en	concesionario_oficial_noun_es
jubilation_noun_en	júbilo_noun_es
off_duty_adverb_en	fuera_de_servicio_adverb_es
threatening_adjective_en	amenazante_adjective_es
cloud_computing_noun_en	cloud_computing_noun_es
vice-president_noun_en	vicepresidente_noun_es
chequebook_noun_en	chequera_noun_es
reach_verb_en	alcanzar_verb_es
sake_noun_en	sake_noun_es
zither_noun_en	cítara_noun_es
collyrium_noun_en	colirio_noun_es
nikosea_propernoun_en	nicosia_propernoun_es
frequent_adjective_en	frecuente_adjective_es
yankee_noun_en	yanqui_noun_es
polleniferous_adjective_en	polinífero_adjective_es
baroque_noun_en	barroco_noun_es
cone_noun_en	cucurucho_noun_es
characterisation_noun_en	caracterización_noun_es
hyponym_noun_en	hipónimo_noun_es
umbrella_noun_en	paraguas_noun_es
dominant_adjective_en	dominante_adjective_es
play_it_cool_verb_en	alivianarse_verb_es
occidental_adjective_en	occidental_adjective_es
pyramidal_adjective_en	piramidal_adjective_es
double_bassist_noun_en	contrabajista_noun_es
hemorrhoid_noun_en	hemorroide_noun_es
pervert_verb_en	pervertir_verb_es
paco_propernoun_en	paco_propernoun_es
commissure_noun_en	comisura_noun_es
vendor_noun_en	vendedor_noun_es
tender_adjective_en	tierno_adjective_es
platform_noun_en	programa_noun_es
polymerase_noun_en	polimerasa_noun_es
conductance_noun_en	conductancia_noun_es
be_sorry_verb_en	sentir_verb_es
contradictory_adjective_en	contradictorio_adjective_es
juaristi_propernoun_en	juaristi_propernoun_es
installment_plan_noun_en	venta_por_cuotas_noun_es
professionally_adverb_en	profesionalmente_adverb_es
piece_of_paper_noun_en	hoja_de_papel_noun_es
farm_noun_en	granja_noun_es
amazon_rainforest_noun_en	selva_amazónica_noun_es
proper_name_noun_en	nombre_propio_noun_es
prt_propernoun_en	prt_propernoun_es
papel_de_aguas_propernoun_en	papel_de_aguas_propernoun_es
subproject_noun_en	subproyecto_noun_es
choose_verb_en	escoger_verb_es
dud_adjective_en	falso_adjective_es
relic_noun_en	reliquia_noun_es
bit_noun_en	bit_noun_es
funnel_noun_en	embudo_noun_es
radium_noun_en	radio_noun_es
barter_noun_en	trueque_noun_es
green_noun_en	verde_noun_es
spectator_noun_en	espectador_noun_es
thursday_noun_en	jueves_noun_es
advantage_noun_en	ventaja_noun_es
ganvam_propernoun_en	ganvam_propernoun_es
discourage_verb_en	desalentar_verb_es
centre_adjective_en	central_adjective_es
heterogeneous_adjective_en	heterogéneo_adjective_es
at_first_sight_adverb_en	a_primera_vista_adverb_es
resolutory_adjective_en	resolutorio_adjective_es
wandering_adjective_en	vagabundo_adjective_es
softness_noun_en	suavidad_noun_es
work_verb_en	funcionar_verb_es
gravel_noun_en	grava_noun_es
tie_verb_en	atar_verb_es
if_subordinatingconjunction_en	si_subordinatingconjunction_es
prohibitory_adjective_en	prohibitorio_adjective_es
onomastic_adjective_en	onomástico_adjective_es
as_subordinatingconjunction_en	cuando_subordinatingconjunction_es
sell_verb_en	vender_verb_es
explain_verb_en	explicar_verb_es
multisectorial_adjective_en	multisectorial_adjective_es
orc_noun_en	orco_noun_es
colorimeter_noun_en	colorímetro_noun_es
yesterday_adverb_en	ayer_adverb_es
industry_noun_en	industria_noun_es
kidnap_verb_en	secuestrar_verb_es
biochemistry_noun_en	bioquímico_noun_es
de_clavijo_propernoun_en	de_clavijo_propernoun_es
rebuild_verb_en	reconstruir_verb_es
apple_propernoun_en	apple_propernoun_es
examiner_noun_en	examinador_noun_es
centenarian_adjective_en	centenario_adjective_es
joisting_noun_en	envigado_noun_es
arbitrariness_noun_en	arbitrariedad_noun_es
awkwardness_noun_en	torpeza_noun_es
electroerosion_noun_en	electroerosión_noun_es
stepsister_noun_en	hermanastro_noun_es
still_life_noun_en	bodegón_noun_es
in_a_torrent_adverb_en	en_tromba_adverb_es
anecdote_noun_en	anécdota_noun_es
dwindle_verb_en	disminuir_verb_es
teletype_noun_en	teletipo_noun_es
cadastre_noun_en	catastro_noun_es
garbage_noun_en	basura_noun_es
yoke_noun_en	yugo_noun_es
epilogue_noun_en	epílogo_noun_es
collective_adjective_en	colectivo_adjective_es
congress_of_deputies_propernoun_en	congreso_de_los_diputados_propernoun_es
laparoscopy_noun_en	laparoscopia_noun_es
subtractive_adjective_en	subtractivo_adjective_es
substance_noun_en	enjundia_noun_es
good_morning_interjection_en	buenos_días_interjection_es
pulley_noun_en	polea_noun_es
telson_noun_en	telson_noun_es
accuracy_noun_en	exactitud_noun_es
megalith_noun_en	megalito_noun_es
institute_noun_en	instituto_noun_es
sosa_propernoun_en	sosa_propernoun_es
krypton_noun_en	criptón_noun_es
actor_noun_en	actor_noun_es
joaquim_propernoun_en	joaquim_propernoun_es
polycarp_propernoun_en	policarpo_propernoun_es
hidalgo_propernoun_en	hidalgo_propernoun_es
work_verb_en	trabajar_verb_es
vulva_noun_en	vulva_noun_es
genitive_noun_en	genitivo_noun_es
conical_adjective_en	cónico_adjective_es
resonant_adjective_en	resonante_adjective_es
mollusc_noun_en	molusco_noun_es
once_again_adverb_en	una_vez_más_adverb_es
papilloma_noun_en	papiloma_noun_es
bind_verb_en	atar_verb_es
unexplained_adjective_en	inexplicado_adjective_es
denver_propernoun_en	denver_propernoun_es
abandonment_noun_en	abandono_noun_es
routing_noun_en	encaminamiento_noun_es
theocratic_adjective_en	teocrático_adjective_es
group_verb_en	agrupar_verb_es
poverty_noun_en	miseria_noun_es
web_identity_noun_en	identidad_web_noun_es
anechoic_adjective_en	anecoico_adjective_es
at_full_speed_adverb_en	a_toda_pastilla_adverb_es
kiwi_noun_en	kiwi_noun_es
pardon_noun_en	medida_de_gracia_noun_es
loyalty_noun_en	lealtad_noun_es
pedestrian_noun_en	peatón_noun_es
toner_noun_en	tóner_noun_es
north_american_adjective_en	norteamericano_adjective_es
iodide_noun_en	yoduro_noun_es
on_the_other_hand_adverb_en	por_otro_lado_adverb_es
non-motivated_adjective_en	no_motivado_adjective_es
quadrant_noun_en	cuadrante_noun_es
installer_noun_en	instalador_noun_es
assuage_verb_en	apaciguar_verb_es
eagerly_adverb_en	con_entusiasmo_adverb_es
variance_noun_en	varianza_noun_es
on_top_adverb_en	arriba_adverb_es
fetishistic_adjective_en	fetichista_adjective_es
signaling_noun_en	señalización_noun_es
peaty_adjective_en	turboso_adjective_es
socrates_propernoun_en	sócrates_propernoun_es
fragmentation_noun_en	fragmentación_noun_es
grater_noun_en	rallador_noun_es
agile_adjective_en	ágil_adjective_es
haircut_noun_en	corte_de_pelo_noun_es
catheter_noun_en	sonda_noun_es
evening_noun_en	tarde_noun_es
degree_noun_en	grado_noun_es
tube_verb_en	entubar_verb_es
endless_adjective_en	inacabable_adjective_es
insinuate_verb_en	insinuar_verb_es
herself_pronoun_en	prpers_pronoun_es
herself_reflexivepersonalpronoun_en	prpers_reflexivepersonalpronoun_es
vietnamese_adjective_en	vietnamita_adjective_es
nicolau_propernoun_en	nicolau_propernoun_es
laxity_noun_en	laxidad_noun_es
scapula_noun_en	escápula_noun_es
describe_as_verb_en	calificar_de_verb_es
synagogue_noun_en	sinagoga_noun_es
san_sebastián_propernoun_en	san_sebastián_propernoun_es
jail_noun_en	calabozo_noun_es
night_noun_en	noche_noun_es
weekly_adverb_en	semanalmente_adverb_es
aberrant_adjective_en	aberrante_adjective_es
blood_vessel_noun_en	vaso_sanguíneo_noun_es
south_dakota_propernoun_en	dakota_del_sur_propernoun_es
fishing_port_noun_en	puerto_pesquero_noun_es
economic_forecaster_noun_en	analista_económico_noun_es
patient_adjective_en	paciente_adjective_es
huygens_propernoun_en	huygens_propernoun_es
sylviculture_noun_en	silvicultura_noun_es
symbolism_noun_en	simbolismo_noun_es
break_noun_en	pausa_noun_es
situation_noun_en	situación_noun_es
legality_noun_en	licitud_noun_es
falsifiability_noun_en	falsabilidad_noun_es
sciophilous_adjective_en	esciófilo_adjective_es
disenchantment_noun_en	desencanto_noun_es
liquefaction_noun_en	licuefacción_noun_es
hispanic_american_noun_en	hispanoamericano_noun_es
wall_in_verb_en	amurallar_verb_es
depending_on_subordinatingconjunction_en	según_y_conforme_subordinatingconjunction_es
underemployment_noun_en	subocupación_noun_es
head_of_state_noun_en	jefe_de_estado_noun_es
mutant_noun_en	mutante_noun_es
bolivian_noun_en	boliviano_noun_es
contracting_party_noun_en	parte_contratante_noun_es
fas_propernoun_en	fas_propernoun_es
conducator_propernoun_en	conducator_propernoun_es
dicaprio_propernoun_en	dicaprio_propernoun_es
superconductor_noun_en	superconductor_noun_es
neckline_noun_en	escote_noun_es
anyone_pronoun_en	alguien_pronoun_es
drug_trafficker_noun_en	traficante_de_drogas_noun_es
for_its_own_gain_subordinatingconjunction_en	en_beneficio_propio_subordinatingconjunction_es
spiracle_noun_en	espiráculo_noun_es
lifeguard_noun_en	socorrista_noun_es
original_adjective_en	primigenio_adjective_es
signing_noun_en	fichaje_noun_es
melodrama_noun_en	melodrama_noun_es
berkelium_noun_en	berquelio_noun_es
work_day_noun_en	día_laboral_noun_es
particle_accelerator_noun_en	acelerador_de_partículas_noun_es
under_duress_adverb_en	bajo_coacción_adverb_es
flatly_adverb_en	rotundamente_adverb_es
venue_noun_en	local_noun_es
wigner_propernoun_en	wigner_propernoun_es
tactile_adjective_en	táctil_adjective_es
summit_noun_en	cumbre_noun_es
texture_noun_en	textura_noun_es
myocardium_noun_en	miocardio_noun_es
koxtape_propernoun_en	koxtape_propernoun_es
unashamedly_adverb_en	desvergonzadamente_adverb_es
otero_propernoun_en	otero_propernoun_es
congratulate_verb_en	dar_la_enhorabuena_verb_es
stutter_verb_en	tartamudear_verb_es
digester_noun_en	digestor_noun_es
tourist_office_noun_en	oficina_de_turismo_noun_es
diligence_noun_en	diligencia_noun_es
hanger_noun_en	percha_noun_es
ideally_adverb_en	idealmente_adverb_es
seventeen_numeral_en	diecisiete_numeral_es
hedge_noun_en	seto_noun_es
holiday_cottage_noun_en	casa_de_turismo_rural_noun_es
mint_noun_en	menta_noun_es
pull_verb_en	estirar_verb_es
decoder_adjective_en	descodificador_adjective_es
nebulosity_noun_en	nebulosidad_noun_es
full_adjective_en	pleno_adjective_es
solar_cooker_noun_en	cocina_solar_noun_es
insulting_adjective_en	insultando_adjective_es
weak_spot_noun_en	punto_flaco_noun_es
substantial_adjective_en	sustancial_adjective_es
grieve_about_verb_en	apenarse_de_verb_es
head_verb_en	encabezar_verb_es
bear_island_propernoun_en	isla_de_los_osos_propernoun_es
point_against_noun_en	punto_en_contra_noun_es
no_rest_adverb_en	sin_descanso_adverb_es
craft_noun_en	embarcación_noun_es
engineer_noun_en	ingeniero_noun_es
numeric_keypad_noun_en	teclado_numérico_noun_es
game_noun_en	juego_noun_es
manacles_noun_en	esposo_noun_es
westendorp_propernoun_en	westendorp_propernoun_es
explosion_noun_en	estallido_noun_es
exultant_adjective_en	pletórico_adjective_es
foam_noun_en	espuma_noun_es
juicer_noun_en	exprimidor_noun_es
terrazzo_noun_en	terrazo_noun_es
fools_rush_in_where_angels_fear_to_tread_interjection_en	no_hay_nada_tan_atrevido_como_la_ignorancia_interjection_es
mandarin_noun_en	mandarín_noun_es
convex_adjective_en	convexo_adjective_es
material_noun_en	material_noun_es
blinding_headache_noun_en	dolor_de_cabeza_insoportable_noun_es
scrap_noun_en	desperdicios_noun_es
predictably_adverb_en	previsiblemente_adverb_es
defecation_noun_en	defecación_noun_es
display_verb_en	mostrar_verb_es
erosion_noun_en	erosión_noun_es
savannah_noun_en	sabana_noun_es
concerning_preposition_en	referente_a_preposition_es
cordially_adverb_en	cordialmente_adverb_es
study_noun_en	estudio_noun_es
bumblebee_noun_en	abejón_noun_es
butter_noun_en	mantequilla_noun_es
spanish_american_noun_en	hispanoamericano_noun_es
lexicological_adjective_en	lexicológico_adjective_es
without_a_purpose_adverb_en	sin_ton_ni_son_adverb_es
shore_propernoun_en	shore_propernoun_es
diver_noun_en	buzo_noun_es
win_on_points_verb_en	vencer_por_puntos_verb_es
get_verb_en	alcanzar_verb_es
occasion_noun_en	ocasión_noun_es
4-2-4_system_noun_en	sistema_4-2-4_noun_es
such_a_determiner_en	tal_determiner_es
microworld_noun_en	micromundo_noun_es
presumable_adjective_en	presumible_adjective_es
enchantment_noun_en	encantamiento_noun_es
canton_noun_en	lado_noun_es
then_adverb_en	pues_adverb_es
magnetise_verb_en	imantar_verb_es
titanite_noun_en	titanita_noun_es
porous_adjective_en	poroso_adjective_es
jet_noun_en	azabache_noun_es
cairn_noun_en	mojón_noun_es
lima_propernoun_en	lima_propernoun_es
tractability_noun_en	tratabilidad_noun_es
torrential_adjective_en	torrencial_adjective_es
regionalism_noun_en	regionalismo_noun_es
highlight_verb_en	resaltar_verb_es
exchanger_noun_en	intercambiador_noun_es
convex_adjective_en	abombado_adjective_es
habitability_noun_en	habitabilidad_noun_es
mosaic_noun_en	mosaico_noun_es
hardy_propernoun_en	hardy_propernoun_es
hearth_noun_en	chimenea_noun_es
darken_verb_en	oscurecer_verb_es
mediterranean_coast_noun_en	costa_mediterránea_noun_es
stripe_verb_en	tachar_verb_es
drill_noun_en	ejercicio_noun_es
flyswatter_noun_en	matamoscas_noun_es
apposition_noun_en	aposición_noun_es
elche_propernoun_en	elche_propernoun_es
lyre_noun_en	lira_noun_es
characterologic_adjective_en	caracterológico_adjective_es
use_adjectivally_verb_en	adjetivar_verb_es
dedication_noun_en	dedicación_noun_es
climatology_noun_en	climatología_noun_es
petty_crime_noun_en	delito_menor_noun_es
special_adjective_en	especial_adjective_es
nine_numeral_en	nueve_numeral_es
harmonise_verb_en	armonizar_verb_es
renshaw_propernoun_en	renshaw_propernoun_es
moheno_propernoun_en	moheno_propernoun_es
considerably_adverb_en	considerablemente_adverb_es
demand_verb_en	exigir_verb_es
schooner_noun_en	goleta_noun_es
inclination_noun_en	oblicuidad_noun_es
schedule_noun_en	programa_noun_es
roughly_adverb_en	aproximadamente_adverb_es
communion_noun_en	comunión_noun_es
assembling_noun_en	ensamblaje_noun_es
paste_verb_en	pegar_verb_es
ironically_adverb_en	irónicamente_adverb_es
macromolecular_adjective_en	macromolecular_adjective_es
form_noun_en	horma_noun_es
cut_verb_en	tallar_verb_es
wait_verb_en	esperar_verb_es
out_of_breath_adverb_en	sin_aliento_adverb_es
head_noun_en	cabeza_noun_es
biophysics_noun_en	biofísica_noun_es
typology_noun_en	tipología_noun_es
wave_verb_en	ondear_verb_es
bewitched_adjective_en	embrujado_adjective_es
setscrew_noun_en	tornillo_de_fijación_noun_es
desorption_noun_en	desorción_noun_es
dysplasia_noun_en	displasia_noun_es
indicator_noun_en	indicador_noun_es
fast_adverb_en	rápidamente_adverb_es
bead_noun_en	cuenta_noun_es
converter_noun_en	convertidor_noun_es
hypermarket_noun_en	hipermercado_noun_es
moan_noun_en	gemido_noun_es
allege_verb_en	alegar_verb_es
extracurricular_adjective_en	extracurricular_adjective_es
rape_noun_en	colza_noun_es
periphery_noun_en	periferia_noun_es
electroscope_noun_en	electroscopio_noun_es
julian_adjective_en	juliano_adjective_es
maniac_noun_en	maníaco_noun_es
fold_noun_en	doblez_noun_es
fully_adverb_en	plenamente_adverb_es
become_friends_with_verb_en	amistarse_con_verb_es
variegated_adjective_en	abigarrado_adjective_es
fonteta_propernoun_en	fonteta_propernoun_es
far-right_adjective_en	ultraderechista_adjective_es
napoleón_propernoun_en	napoleón_propernoun_es
coprophagous_adjective_en	coprófago_adjective_es
snippet_noun_en	fragmento_noun_es
subsidiariness_noun_en	subsidiariedad_noun_es
waterproof_adjective_en	impermeable_adjective_es
doublet_noun_en	doblete_noun_es
mess_noun_en	desorden_noun_es
mathematical_adjective_en	matemático_adjective_es
acquisition_noun_en	adquisición_noun_es
prison_noun_en	prisión_noun_es
restore_order_verb_en	restablecer_el_orden_verb_es
women's_double_noun_en	cuadro_femenino_noun_es
penny_noun_en	penique_noun_es
apropos_preposition_en	a_propósito_de_preposition_es
next_summer_adverb_en	verano_que_viene_adverb_es
shoot_in_the_dark_verb_en	dar_palos_de_ciego_verb_es
fundación_tripartita_propernoun_en	fundación_tripartita_propernoun_es
