decano_noun	doyen_noun
más-aún_adverb	encore-plus_adverb
desde-siempre_adverb	de-tout-temps_adverb
sobrenombre_noun	surnom_noun
concentración_noun	concentration_noun
multiplicación_noun	multiplication_noun
ante_preposition	devant_preposition
de-todas-maneras_adverb	en-tout-cas_adverb
sincronizar_verb	synchroniser_verb
engels_propernoun	engels_propernoun
alfred-gusenbauer_propernoun	alfred-gusenbauer_propernoun
salina_noun	mine-de-sel_noun
paulino-rivero-baute_propernoun	paulino-rivero-baute_propernoun
iraquí_noun	irakien_noun
gadafi_propernoun	kadhafi_propernoun
posibilitar_verb	permettre_verb
miriam_propernoun	miriam_propernoun
suizo-francófono_adjective	romand_adjective
udvar-hazy_propernoun	udvar-hazy_propernoun
abdelkader_propernoun	abdelkader_propernoun
reclutamiento_noun	recrutement_noun
propietario_noun	propriétaire_noun
acorazado_adjective	cuirassé_adjective
escandaloso_adjective	criant_adjective
cambiante_adjective	changeant_adjective
pastoral_adjective	pastoral_adjective
conciencia_noun	conscience_noun
pluvial_adjective	pluvial_adjective
tomar-conciencia_verb	prendre-conscience_verb
circulante_adjective	circulant_adjective
catastro_noun	cadastre_noun
reagrupamiento_noun	regroupement_noun
imposición_noun	imposition_noun
raid_noun	raid_noun
procesar_verb	inculper_verb
trazo_noun	trait_noun
florida_propernoun	floride_propernoun
recomendación_noun	recommandation_noun
cena_noun	souper_noun
cielo_noun	ciel_noun
indeterminado_adjective	indéterminé_adjective
brincar_verb	bondir_verb
impregnación_noun	imprégnation_noun
poner-las-manos-en-el-fuego_verb	mettre-sa-main-au-feu_verb
violentamente_adverb	violemment_adverb
instinto_noun	instinct_noun
tortuga_noun	tortue_noun
libre_adjective	libre_adjective
fuerte_adverb	fort_adverb
huir_verb	fuir_verb
pasaporte_noun	passeport_noun
afectado_adjective	affecté_adjective
marianne_propernoun	marianne_propernoun
moral_adjective	moral_adjective
ratificación_noun	ratification_noun
oscilar_verb	osciller_verb
cerca_adverb	auprès_adverb
colectivo_noun	collectif_noun
en-defecto-de_preposition	à-défaut-de_preposition
soltería_noun	célibat_noun
bárbara_propernoun	barbara_propernoun
rellenar_verb	remplir_verb
nicanor_propernoun	nicanor_propernoun
incapacidad-laboral-transitoria_noun	incapacité-temporaire-de-travail_noun
apple_propernoun	apple_propernoun
maroto_propernoun	maroto_propernoun
intromisión_noun	intromission_noun
cotorra_noun	perruche_noun
azul_noun	bleu_noun
maleta_noun	valise_noun
eurocopa_propernoun	eurocopa_propernoun
collar_noun	collier_noun
prevenir_verb	prévenir_verb
propio_adjective	propre_adjective
editor_noun	éditeur_noun
ansotegi_propernoun	ansotegi_propernoun
la-rioja_propernoun	la-rioja_propernoun
tirar_verb	jeter_verb
asociacionismo_noun	associationnisme_noun
remolque_noun	remorque_noun
agripina_propernoun	agrippine_propernoun
ritmo_noun	rythme_noun
zinc_noun	zinc_noun
pérsico_adjective	persique_adjective
agrandar_verb	agrandir_verb
a-menos-que_subordinatingconjunction	à-moins-que_subordinatingconjunction
ayete_propernoun	ayete_propernoun
bonificación_noun	allégement_noun
moldavia_propernoun	moldavie_propernoun
insistente_adjective	insistant_adjective
nox_propernoun	nox_propernoun
hostelería_noun	hôtellerie_noun
galo_noun	gaulois_noun
dirección-y-gestión-de-empresas_noun	management_noun
grass_propernoun	grass_propernoun
lamentablemente_adverb	lamentablement_adverb
rodolphe_propernoun	rodolphe_propernoun
asegurar_verb	assurer_verb
rural_adjective	rural_adjective
libanés_noun	libanais_noun
puna-de-atacama_propernoun	puna-de-atacama_propernoun
bruguera_propernoun	bruguera_propernoun
cursar_verb	suivre_verb
treinta-y-cuatro_numeral	trente-quatre_numeral
caer_verb	chuter_verb
net_noun	net_noun
abiada_propernoun	abiada_propernoun
conservación_noun	conservation_noun
y-además_adverb	et-puis_adverb
guitarrista_noun	guitariste_noun
ingle_noun	aine_noun
gubernamental_adjective	gouvernemental_adjective
de-manera-distinta_adverb	différemment_adverb
raffarin_propernoun	raffarin_propernoun
de-aquí-a-que_subordinatingconjunction	d'ici-que_subordinatingconjunction
hidra_propernoun	hydre_propernoun
mezclar_verb	mélanger_verb
terri_propernoun	terri_propernoun
inmobiliario_adjective	immobilier_adjective
policíaco_adjective	policier_adjective
atractivo_noun	attrait_noun
aprobar-por-unanimidad_verb	approuver-à-l'unanimité_verb
amicus_propernoun	amicus_propernoun
delporte_propernoun	delporte_propernoun
areiltza_propernoun	areiltza_propernoun
tintorería_noun	teinturerie_noun
méjico_propernoun	mexique_propernoun
intervenir_verb	intervenir_verb
braun_propernoun	braun_propernoun
imprudente_adjective	imprudent_adjective
anguila_propernoun	anguilla_propernoun
astudillo_propernoun	astudillo_propernoun
mata-utu_propernoun	mata-utu_propernoun
jan-peter-balkenende_propernoun	jan-pieter-balkenende_propernoun
biografía_noun	biographie_noun
ecuador_propernoun	equateur_propernoun
desde-hace-mucho-tiempo_adverb	depuis-longtemps_adverb
colgar_verb	pendre_verb
acosta_propernoun	acosta_propernoun
pirineos-atlánticos_propernoun	pyrénées-atlantiques_propernoun
adobo_noun	apprêt_noun
estrella-polar_propernoun	étoile-polaire_propernoun
pesar_verb	peser_verb
sa_noun	sa_noun
kutxanet_propernoun	kutxanet_propernoun
peripecia_noun	péripétie_noun
venta-al-por-mayor_noun	vente-en-gros_noun
renault-nissan_propernoun	renault-nissan_propernoun
ulterior_adjective	ultérieur_adjective
consideración_noun	considération_noun
tárrega_propernoun	tárrega_propernoun
fusión_noun	fusion_noun
ulaanbaatar_propernoun	oulan-bator_propernoun
trimestral_adjective	trimestriel_adjective
vehicular_adjective	véhiculaire_adjective
the-settlement_propernoun	the-settlement_propernoun
apelar_verb	contester-en-appel_verb
manga_noun	manche_noun
perugia_propernoun	perouse_propernoun
barandilla_noun	rambarde_noun
estirar_verb	raidir_verb
jamás_adverb	jamais_adverb
carril-bici_noun	piste-cyclable_noun
escandinavia_propernoun	scandinavie_propernoun
orden-de-transferencia_noun	ordre-de-transfert_noun
burkini_noun	burquini_noun
ernest_propernoun	ernest_propernoun
sogo_propernoun	sogo_propernoun
antijaponés_adjective	anti-japonais_adjective
en-el-tiempo-en-el-que_subordinatingconjunction	à-l'époque-où_subordinatingconjunction
mili_noun	service-militaire_noun
adicionar_verb	additionner_verb
cornelio-nepote_propernoun	cornelius-nepos_propernoun
visitar_verb	visiter_verb
andén_noun	quai_noun
pacíficamente_adverb	pacifiquement_adverb
artículo_noun	article_noun
invalidar_verb	invalider_verb
cartero_noun	facteur_noun
inicio_noun	début_noun
eizaguirre_propernoun	eizaguirre_propernoun
abierto_adjective	ouvert_adjective
cangrejo_noun	crabe_noun
ahora-que_subordinatingconjunction	à-présent-que_subordinatingconjunction
industrializar_verb	industrialiser_verb
sector_noun	secteur_noun
bouquet_propernoun	bouquet_propernoun
france-télévisions_propernoun	france-télévisions_propernoun
la-roche-sur-yon_propernoun	la-roche-sur-yon_propernoun
austin_propernoun	austin_propernoun
asistencial_adjective	d'assistance_adjective
livonia_propernoun	livonie_propernoun
realización_noun	réalisation_noun
derelicción_noun	déréliction_noun
coyuntura_noun	conjoncture_noun
tiko_propernoun	tiko_propernoun
ganadero_noun	éleveur_noun
bobadilla_propernoun	bobadilla_propernoun
gourvennec_propernoun	gourvennec_propernoun
visibilidad_noun	visibilité_noun
arbona_propernoun	arbona_propernoun
ajuria-enea_propernoun	ajuria-enea_propernoun
nueva-york_propernoun	new-york_propernoun
mosul_propernoun	mossoul_propernoun
amstrong_propernoun	amstrong_propernoun
inculpación_noun	inculpation_noun
empleabilidad_noun	employabilité_noun
pulmón_noun	poumon_noun
disposición_noun	disposition_noun
jarrai_propernoun	jarrai_propernoun
ribéry_propernoun	ribéry_propernoun
cherski_propernoun	tcherski_propernoun
jordania_propernoun	jordanie_propernoun
detallista_noun	détaillant_noun
papar-moscar_verb	bâiller-à-s'en-décrocher-la-mâchoire_verb
ceñir_verb	ceinturer_verb
villa_noun	villa_noun
estupefacción_noun	stupéfaction_noun
aldin_propernoun	aldin_propernoun
romano_propernoun	romano_propernoun
ver-menos-que-un-topo_verb	être-myope-comme-une-taupe_verb
portazo_noun	claquement-de-porte_noun
estilo_noun	style_noun
puramente_adverb	purement_adverb
invalidez-transitoria_noun	incapacité-transitoire_noun
trópico_noun	tropique_noun
paddy_propernoun	paddy_propernoun
kuwait_propernoun	kuwait_propernoun
aroma_noun	arôme_noun
atocha_propernoun	atocha_propernoun
vaduz_propernoun	vaduz_propernoun
eizmendi_propernoun	eizmendi_propernoun
maquillar_verb	maquiller_verb
sudor_noun	sueur_noun
parador_noun	parador_noun
carpintero_noun	menuisier_noun
medio-de-transporte_noun	moyen-de-transport_noun
irlanda_propernoun	irlande_propernoun
tropa_noun	troupe_noun
otero_propernoun	otero_propernoun
fayum_propernoun	fayoum_propernoun
cuenta-de-crédito_noun	compte-avec-possibilité-de-découvert_noun
alarmar_verb	alarmer_verb
naomi_propernoun	naomi_propernoun
apasionante_adjective	passionnant_adjective
bien-mirado_adverb	somme-toute_adverb
morbosidad_noun	morbidité_noun
alquilar_verb	louer_verb
silla_noun	chaise_noun
stone_propernoun	stone_propernoun
moderno_adjective	moderne_adjective
miguel-angel-asturias_propernoun	miguel-angel-asturias_propernoun
país-vasco-francés_propernoun	pays-basque-français_propernoun
sacrificar_verb	sacrifier_verb
dudar_verb	douter_verb
azkoitia_propernoun	azkoitia_propernoun
rex_propernoun	rex_propernoun
trozo_noun	tronçon_noun
arroyo_propernoun	arroyo_propernoun
cuenta-individual_noun	compte-individuel_noun
chillón_adjective	braillard_adjective
os_pronoun	vous_pronoun
ya_adverb	déjà_adverb
admitiendo-que_subordinatingconjunction	en-admettant-que_subordinatingconjunction
endógeno_adjective	endogène_adjective
pietro_propernoun	pietro_propernoun
a-duras-penas_adverb	à-grand-peine_adverb
areva_propernoun	areva_propernoun
tabla-igualitaria_noun	tableau-égalitaire_noun
ix_adjective	ixème_adjective
envío-de-fondos_noun	envoi-de-fonds_noun
elevado_adjective	élevé_adjective
arthur_propernoun	arthur_propernoun
pitágoras_propernoun	pythagore_propernoun
decepcionar_verb	désappointer_verb
hoyo_noun	trou_noun
goienetxea_propernoun	goienetxea_propernoun
madrid_propernoun	madrid_propernoun
carolina-del-norte_propernoun	caroline-du-nord_propernoun
cantante_noun	chanteur_noun
abeto_noun	sapin_noun
riquelme_propernoun	riquelme_propernoun
tumba_noun	tombe_noun
córner_noun	corner_noun
pichichi_propernoun	pichichi_propernoun
añadir_verb	rajouter_verb
tania_propernoun	tania_propernoun
predisposición_noun	prédisposition_noun
delantero_noun	avant_noun
precio_noun	prix_noun
nochevieja_noun	nuit-du-nouvel-an_noun
vital_adjective	vital_adjective
barça_propernoun	barça_propernoun
filtrar_verb	filtrer_verb
conmemoración_noun	commémoration_noun
hormiguero_noun	fourmilière_noun
aix-les-bains_propernoun	aix-les-bains_propernoun
civilización_noun	civilisation_noun
sputnik_propernoun	sputnik_propernoun
respetuoso_adjective	respectueux_adjective
kide_propernoun	kide_propernoun
iluminar_verb	éclairer_verb
practicar_verb	pratiquer_verb
vajilla_noun	vaisselle_noun
biquini_noun	bikini_noun
firma_noun	firme_noun
en_preposition	en_preposition
accionar_verb	actionner_verb
donostia-san-sebastián_propernoun	saint-sébastien_propernoun
corea_propernoun	corée_propernoun
moaña_propernoun	moaña_propernoun
beirut_propernoun	beyrouth_propernoun
munduate_propernoun	munduate_propernoun
desgraciado_adjective	malheureux_adjective
ponderar_verb	pondérer_verb
antxieta_propernoun	antxieta_propernoun
debajo-de_preposition	au-dessous-de_preposition
tutor_noun	tuteur_noun
fotograma_noun	photogramme_noun
bikini_noun	bikini_noun
las-vegas_propernoun	las-vegas_propernoun
adiestrar_verb	dresser_verb
arriba_adverb	en-dessus_adverb
lejano_adjective	reculé_adjective
pleno_adjective	plein_adjective
héctor_propernoun	héctor_propernoun
patrimonial_adjective	patrimonial_adjective
persona-física_noun	personne-physique_noun
nueva-gales-del-sur_propernoun	nouvelle-galles-du-sud_propernoun
treinta-y-cinco_numeral	trente-cinq_numeral
garantía_noun	garantie_noun
permutar_verb	permuter_verb
michèle_propernoun	michèle_propernoun
rafael_propernoun	rafael_propernoun
efectivo_adjective	effectif_adjective
osetia-del-sur_propernoun	ossétie-du-sud_propernoun
lizarbe_propernoun	lizarbe_propernoun
marisa_propernoun	marisa_propernoun
sospechoso_adjective	suspect_adjective
romeu_propernoun	romeu_propernoun
westfalia_propernoun	westphalie_propernoun
antimilitarista_noun	antimilitariste_noun
galopante_adjective	galopant_adjective
intervalo_noun	intervalle_noun
poveda_propernoun	poveda_propernoun
suplente_adjective	suppléant_adjective
luminoso_adjective	lumineux_adjective
orfeón-donostiarra_propernoun	orphéon-donostiarra_propernoun
ciro-el-joven_propernoun	cyrus-le-jeune_propernoun
asustar_verb	épouvanter_verb
concesión_noun	concession_noun
trentino-alto-adigio_propernoun	trentin-haut-adige_propernoun
belfort_propernoun	belfort_propernoun
esencialmente_adverb	essentiellement_adverb
enumerar_verb	énumérer_verb
dmc_noun	dmc_noun
migrar_verb	basculer_verb
elogio_noun	éloge_noun
bolita_noun	boulette_noun
arriaga_propernoun	arriaga_propernoun
él_pronoun	lui_pronoun
sagunt_propernoun	sagunto_propernoun
traba_noun	obstacle_noun
la-habana_propernoun	la-havane_propernoun
tercer_adjective	troisième_adjective
barca_noun	barque_noun
campo_noun	champ_noun
salgado_propernoun	salgado_propernoun
mar-de-célebes_propernoun	mer-de-célèbes_propernoun
caer_verb	choir_verb
zarate_propernoun	zarate_propernoun
axa-asia-pacific_propernoun	axa-asia-pacific_propernoun
bangladesh_propernoun	bangladesh_propernoun
agamenón_propernoun	agamemnon_propernoun
ideológicamente_adverb	idéologiquement_adverb
esquema_noun	schéma_noun
supervisión_noun	supervision_noun
severidad_noun	sévérité_noun
incriminar_verb	incriminer_verb
puncak-jaya_propernoun	puncak-jaya_propernoun
micronesia_propernoun	micronésie_propernoun
pugnacidad_noun	pugnacité_noun
éxodo_noun	exode_noun
santos_propernoun	santos_propernoun
iraizoz_propernoun	iraizoz_propernoun
scarlett_propernoun	scarlett_propernoun
lindo_adjective	marrant_adjective
diario_adjective	journalier_adjective
alazne_propernoun	alazne_propernoun
rasgar_verb	déchirer_verb
componer_verb	composer_verb
sodio_noun	sodium_noun
clos_propernoun	clos_propernoun
barril_noun	tonneau_noun
pausa_noun	pause_noun
arancel_noun	tarif-douanier_noun
ilícito_adjective	illicite_adjective
sentir_verb	ressentir_verb
matusalén_propernoun	mathusalem_propernoun
utilización_noun	utilisation_noun
bermúdez_propernoun	bermúdez_propernoun
radiador_noun	radiateur_noun
crimen_noun	crime_noun
tuyo_determiner	ton_determiner
tuyo_adjective	ton_adjective
tuyo_pronoun	ton_pronoun
tuyo_possessivepronoun	ton_possessivepronoun
tuyo_determiner	ton_determiner
tuyo_determiner	ton_determiner
tuyo_adjective	ton_adjective
tuyo_possessivepronoun	ton_possessivepronoun
tuyo_determiner	ton_determiner
mucho_adverb	beaucoup_adverb
azkarate_propernoun	azkarate_propernoun
claudine_propernoun	claudine_propernoun
angustia_noun	angoisse_noun
inoxidable_adjective	inoxydable_adjective
golpe-de-estado_noun	putsch_noun
portugués_adjective	portugais_adjective
concesión-de-licencia_noun	concession-de-licence_noun
fluido_adjective	fluide_adjective
radicalmente_adverb	radicalement_adverb
adquisición_noun	acquisition_noun
alienígena_adjective	étrange_adjective
acdar_noun	acdar_noun
analizar_verb	analyser_verb
concienciar_verb	conscientiser_verb
después_adverb	après_adverb
garikoitz_propernoun	garikoitz_propernoun
esgrimir_verb	brandir_verb
miramón_propernoun	miramón_propernoun
infierno_noun	enfer_noun
fernandez_propernoun	fernandez_propernoun
lucha-cuerpo-a-cuerpo_noun	lutte-bord-à-bord_noun
muy_adverb	très_adverb
amoralidad_noun	amoralité_noun
osalan_propernoun	osalan_propernoun
gritar_verb	crier_verb
cuerno-de-áfrica_propernoun	corne-de-l'afrique_propernoun
san-lorenzo_propernoun	saint-laurent_propernoun
aunque_subordinatingconjunction	encore-que_subordinatingconjunction
dique_noun	digue_noun
fichero_noun	fichier_noun
técnico_noun	technicien_noun
barakaldo_propernoun	barakaldo_propernoun
proletariado_noun	prolétariat_noun
desordenado_adjective	désordonné_adjective
de-la-misma-manera-que_subordinatingconjunction	au-même-titre-que_subordinatingconjunction
amasijo_noun	amas_noun
hermès_propernoun	hermès_propernoun
ibarra_propernoun	ibarra_propernoun
desde_preposition	dès_preposition
trasero_noun	derrière_noun
sofía_propernoun	sofia_propernoun
samper_propernoun	samper_propernoun
contar_verb	raconter_verb
a-cambio-de_preposition	en-échange-de_preposition
básico_adjective	basique_adjective
delgadez_noun	maigreur_noun
