positioner_noun	posicionador_noun
puñet_propernoun	puñet_propernoun
mundo_propernoun	mundo_propernoun
tensional_adjective	tensional_adjective
homeric_adjective	homèric_adjective
legume_noun	llegum_noun
salesse_propernoun	salesse_propernoun
almost_adverb	casi_adverb
put-off_verb	ajornar_verb
pepsin_noun	pepsina_noun
cabin_noun	cabanya_noun
patry_propernoun	patry_propernoun
doctorate_noun	doctorat_noun
stopper_noun	tap_noun
vilna_propernoun	vílnius_propernoun
planetary_adjective	planetari_adjective
paracentesis_noun	paracentesi_noun
inadequately_adverb	inadequadament_adverb
conservative_adjective	conservador_adjective
evenly_adverb	equitativament_adverb
cute_adjective	bufó_adjective
aliberto_propernoun	aliberto_propernoun
monell_propernoun	monell_propernoun
siderurgy_noun	siderúrgia_noun
dutrisac_propernoun	dutrisac_propernoun
souligny_propernoun	souligny_propernoun
virtue_noun	virtut_noun
pharmacy_noun	farmàcia_noun
biomacromolecule_noun	biomacromolècula_noun
obstructive_adjective	obstruccionista_adjective
crystalloid_noun	cristal·loide_noun
consistency_noun	consistència_noun
anwar_propernoun	anwar_propernoun
underneath_adverb	per-sota_adverb
comprehensive_adjective	comprensible_adjective
revolve_verb	regirar_verb
deburring_noun	desbarbatge_noun
pulitzer_propernoun	pulitzer_propernoun
ceasing_adjective	cessant_adjective
globulin_noun	globulina_noun
light-skinned_adjective	de-pell-clara_adjective
mannheim_propernoun	mannheim_propernoun
claw_noun	urpa_noun
player_noun	intèrpret_noun
wake_verb	despertar_verb
iberian_adjective	ibèric_adjective
countersignature_noun	contrasignatura_noun
radiographic_adjective	radiogràfic_adjective
guanish_propernoun	guanish_propernoun
optimizer_noun	optimitzador_noun
elsio_propernoun	elsio_propernoun
rugby_noun	rugbi_noun
predefined_adjective	predefinit_adjective
naimi_propernoun	naimi_propernoun
within-the-bounds-of-probability_adverb	en-tant-que-sigui-possible_adverb
martyrdom_noun	martiri_noun
codification_noun	codificació_noun
romaguera_propernoun	romaguera_propernoun
occasionalism_noun	ocasionalisme_noun
revuelta_propernoun	revuelta_propernoun
comb_verb	pentinar_verb
gloucester_propernoun	gloucester_propernoun
gertrude_propernoun	gertrude_propernoun
inspirational_adjective	inspirador_adjective
flexibility_noun	flexibilitat_noun
lathe_noun	torn_noun
ligero_propernoun	ligero_propernoun
ethmoidal_adjective	etmoidal_adjective
dobson_propernoun	dobson_propernoun
marotte_propernoun	marotte_propernoun
reshuffle_verb	remodelar_verb
sixteen-hundred_numeral	mil-sis-cents_numeral
cendra_propernoun	cendra_propernoun
roger_propernoun	roger_propernoun
quadrangle_noun	quadrangle_noun
slug_noun	llimaga_noun
extort_verb	extorquir_verb
sapir_propernoun	sapir_propernoun
staff_noun	personal_noun
gabina_propernoun	gabina_propernoun
negre_propernoun	negre_propernoun
justi_propernoun	justi_propernoun
dear_adverb	benvolguts/des_adverb
tanzania_propernoun	tanzània_propernoun
elusive_adjective	elusiu_adjective
denominational_adjective	confessional_adjective
gipsy_adjective	gitano_adjective
bockus_propernoun	bockus_propernoun
annunciata_propernoun	annunciata_propernoun
from-the-beginning_adverb	des-del-principi_adverb
indict_verb	imputar_verb
region_noun	regió_noun
pectolite_noun	pectolita_noun
cros_propernoun	cros_propernoun
athlete_adjective	atleta_adjective
antibacterial_adjective	antibacterià_adjective
abbess_noun	abat_noun
output_noun	sortida_noun
berry_noun	baia_noun
greasy_adjective	greixós_adjective
farm_noun	granja_noun
serapio_propernoun	serapio_propernoun
accolade_noun	guardó_noun
nucleoside_noun	nucleòsid_noun
ciccarelli_propernoun	ciccarelli_propernoun
transcriber_noun	transcriptor_noun
snub_noun	desfavor_noun
vicenzo_propernoun	vicenzo_propernoun
derision_noun	derisió_noun
ayllon_propernoun	ayllon_propernoun
anxiety_noun	ànsia_noun
world-anti-doping-agency_propernoun	agència-mundial-antidopatge_propernoun
swim_verb	nedar_verb
occupational-accident_noun	accident-laboral_noun
piracy_noun	pirateria_noun
orgasm_noun	orgasme_noun
broughton_propernoun	broughton_propernoun
sheet_noun	llençol_noun
november_noun	novembre_noun
shot_noun	tret_noun
eduard_propernoun	eduard_propernoun
unexplained_adjective	sense-explicació_adjective
laureana_propernoun	laureana_propernoun
pace_noun	pas_noun
vilallonga_propernoun	vilallonga_propernoun
clam_noun	cloïssa_noun
equaliser_noun	equalitzador_noun
lithogenesis_noun	litogènesi_noun
obsolete_adjective	obsolet_adjective
gauge_noun	gauge_noun
reinvest_verb	reinvertir_verb
harding_propernoun	harding_propernoun
revive_verb	reviure_verb
indeed_adverb	de-fet_adverb
stock-market_adjective	borsari_adjective
bénédict_propernoun	bénédict_propernoun
campi_propernoun	campi_propernoun
lebanese_adjective	libanès_adjective
mcguiness_propernoun	mcguiness_propernoun
marcello_propernoun	marcello_propernoun
autograft_noun	autoempelt_noun
puntland_propernoun	puntland_propernoun
concomitant_adjective	concomitant_adjective
deal-with_verb	tractar_verb
symplast_noun	simplast_noun
ilidio_propernoun	ilidio_propernoun
anglesite_noun	anglesita_noun
gardiner_propernoun	gardiner_propernoun
injective_adjective	injectiu_adjective
tiger_noun	tigre_noun
cimoteo_propernoun	cimoteo_propernoun
florian_propernoun	florian_propernoun
benigna_propernoun	benigna_propernoun
dargis_propernoun	dargis_propernoun
subcontractor_noun	subcontractista_noun
notorious_adjective	notori_adjective
dubuc_propernoun	dubuc_propernoun
montala_propernoun	montala_propernoun
distinctively_adverb	distintivament_adverb
obtrusive_adjective	inoportú_adjective
sail_verb	navegar_verb
deferential_adjective	deferencial_adjective
capricia_propernoun	capricia_propernoun
gellar_propernoun	gellar_propernoun
cabell_propernoun	cabell_propernoun
accountant_noun	comptable_noun
to-the-front_adverb	al-davant_adverb
constable_propernoun	constable_propernoun
desrivières_propernoun	desrivières_propernoun
seamless_adjective	sense-interrupcions_adjective
mock_adjective	simulat_adjective
ianina_propernoun	ianina_propernoun
rip_verb	estripar_verb
rational_adjective	racional_adjective
olson_propernoun	olson_propernoun
belmar_propernoun	belmar_propernoun
tail_noun	cua_noun
bodybuilder_noun	culturista_noun
afghan_adjective	afganès_adjective
avon_propernoun	avon_propernoun
abram_propernoun	abram_propernoun
the-other-morning_adverb	l'altre-matí_adverb
at-the-earliest-opportunity_adverb	a-la-primera-oportunitat_adverb
grandchamp_propernoun	grandchamp_propernoun
camarasa_propernoun	camarasa_propernoun
pers_propernoun	pers_propernoun
dihedral_noun	diedre_noun
transnistria_propernoun	transnístria_propernoun
phosphoric_adjective	fosfòric_adjective
balance-sheet_noun	balanç-de-situació_noun
squaresoft_propernoun	squaresoft_propernoun
blender_noun	batedora_noun
valencia_propernoun	valència_propernoun
wherever_adverb	onsevulga-que_adverb
endemic_adjective	endèmic_adjective
farnsworth_propernoun	farnsworth_propernoun
beauseigle_propernoun	beauseigle_propernoun
statutory_adjective	estatutari_adjective
villain_noun	brivall_noun
esleaval_propernoun	esleaval_propernoun
intellectual_adjective	intel·lectual_adjective
publisher_noun	editorial_noun
aguera_propernoun	aguera_propernoun
sacristy_noun	sagristia_noun
tecla_propernoun	tecla_propernoun
report_verb	informar_verb
muslim_adjective	musulmà_adjective
dontae_propernoun	dontae_propernoun
short_propernoun	short_propernoun
consternation_noun	consternació_noun
peahen_noun	paó_noun
subtract_verb	restar_verb
out-of-season_adverb	fora-de-temporada_adverb
frederick_propernoun	frederick_propernoun
monopolist_noun	monopolitzador_noun
mesocolon_noun	mesocòlon_noun
dagoberto_propernoun	dagoberto_propernoun
hostage_noun	ostatge_noun
ring_noun	anell_noun
solo_noun	solo_noun
strombolian_adjective	estrombolià_adjective
stroke_noun	traç_noun
skiing_noun	esquí_noun
habakkuk_propernoun	habacuc_propernoun
captaincy_noun	capitania_noun
teaching_noun	impartició_noun
purge_noun	depuració_noun
famous_adjective	cèlebre_adjective
quirino_propernoun	quirino_propernoun
summary_noun	resum_noun
subclavian_adjective	subclavi_adjective
dysplasia_noun	displàsia_noun
below_adverb	a-baix_adverb
gastroscopy_noun	gastroscòpia_noun
virilocality_noun	virilocalitat_noun
dumbness_noun	mudesa_noun
ginger-haired_adjective	pèl-roig_adjective
orthochromatic_adjective	ortocromàtic_adjective
moral_adjective	moral_adjective
acin_propernoun	acin_propernoun
stipulate_verb	estipular_verb
successively_adverb	successivament_adverb
agro-industrial_adjective	agroindustrial_adjective
de-mingo_propernoun	de-mingo_propernoun
as-far-as-can-be-judged_adverb	pel-que-sembla_adverb
sobh_propernoun	sobh_propernoun
concussion_noun	traumatisme-cranioencefàlic_noun
in-spite-of-all-that_adverb	malgrat-tot-això_adverb
fertile_adjective	fèrtil_adjective
claudio_propernoun	claudio_propernoun
apterous_adjective	àpter_adjective
johnny_propernoun	johnny_propernoun
upstairs_adverb	al-pis-de-dalt_adverb
forget_propernoun	forget_propernoun
samira_propernoun	samira_propernoun
whiteley_propernoun	whiteley_propernoun
conroy_propernoun	conroy_propernoun
board-game_noun	joc-de-taula_noun
allah_propernoun	allah_propernoun
on-behalf_adverb	en-nom-seu_adverb
sosa_propernoun	sosa_propernoun
desk_noun	escriptori_noun
precipitate_noun	precipitat_noun
nazareth_propernoun	natzaret_propernoun
stasis_noun	estasi_noun
biocenosis_noun	biocenosi_noun
assonance_noun	assonància_noun
romanelli_propernoun	romanelli_propernoun
renire_propernoun	renire_propernoun
inflame_verb	aflamar_verb
leo_propernoun	leo_propernoun
in-a-landward-direction_adverb	en-direcció-a-terra_adverb
arpin_propernoun	arpin_propernoun
forceps_noun	fòrceps_noun
zonular_adjective	zonular_adjective
whitehouse_propernoun	whitehouse_propernoun
departmental_adjective	departamental_adjective
paragenesis_noun	paragènesi_noun
anti-doping-regulation_noun	normativa-antidopatge_noun
engraver_noun	gravador_noun
lockup_noun	presó_noun
in-conjunction_adverb	conjuntament_adverb
namibian_adjective	namibià_adjective
alphonsine_propernoun	alphonsine_propernoun
synchysis_noun	sínquisi_noun
in-living-memory_adverb	en-la-memòria_adverb
buffalo_noun	búfal_noun
chart_verb	traçar_verb
participatory_adjective	participatiu_adjective
decalogue_noun	decàleg_noun
carbonated_adjective	carbonatat_adjective
cheerful_adjective	alegre_adjective
undesirable_adjective	indesitjable_adjective
baldrich_propernoun	baldrich_propernoun
sadomasochist_noun	sadomasoquista_noun
suso-de-toro_propernoun	suso-de-toro_propernoun
halite_noun	halita_noun
at-bottom_adverb	en-el-fons_adverb
martin_propernoun	martin_propernoun
republika-srpska_propernoun	república-sèrbia_propernoun
feverish_adjective	febril_adjective
preserve_verb	preservar_verb
pamphleteer_noun	pamfletista_noun
beaulieu_propernoun	beaulieu_propernoun
bégin_propernoun	bégin_propernoun
freewill_noun	albir_noun
average_noun	mitjana_noun
statue_noun	estàtua_noun
on-my-part_adverb	per-part-meva_adverb
farmer_noun	ramader_noun
minority-shareholder_noun	accionista-minoritari_noun
lévi_propernoun	lévi_propernoun
repressive_adjective	repressiu_adjective
iraci_propernoun	iraci_propernoun
runway_noun	pista_noun
ache_verb	doldre_verb
uneducated_adjective	sense-educació_adjective
shooting_noun	afusellament_noun
ziegfeld_propernoun	ziegfeld_propernoun
round_noun	assalt_noun
orencia_propernoun	orencia_propernoun
asphyxia_noun	asfíxia_noun
probably_adverb	probablement_adverb
lagunas_propernoun	lagunas_propernoun
notochord_noun	notocordi_noun
onychomycosis_noun	onicomicosi_noun
threading_noun	roscatge_noun
carles_propernoun	carles_propernoun
balduino_propernoun	balduino_propernoun
adriatic-sea_propernoun	mar-adriàtic_propernoun
unlucky_adjective	malaurat_adjective
thornton_propernoun	thornton_propernoun
john-calvin_propernoun	john-calvin_propernoun
osteosis_noun	osteosi_noun
indian-ocean_propernoun	oceà-índic_propernoun
foundation_noun	base_noun
pickpocket_noun	carterista_noun
asleep_adjective	adormit_adjective
aerograph_noun	aerògraf_noun
solid_adjective	sòlid_adjective
covariant_adjective	covariant_adjective
dios_propernoun	dios_propernoun
now_adverb	ara_adverb
thallium_noun	tal·li_noun
lizotte_propernoun	lizotte_propernoun
talbi_propernoun	talbi_propernoun
compression_noun	compressió_noun
impute_verb	imputar_verb
vocelle_propernoun	vocelle_propernoun
hairstyle_noun	pentinat_noun
business-name_noun	nom-comercial_noun
stomatocytosis_noun	estomatocitosi_noun
nickname_verb	anomenar_verb
youth-centre_noun	centre-juvenil_noun
in-a-very-real-sense_adverb	de-veritat_adverb
moros_propernoun	moros_propernoun
elimination_noun	eliminació_noun
correctness_noun	correcció_noun
gabelo_propernoun	gabelo_propernoun
vazkén_propernoun	vazkén_propernoun
mollie_propernoun	mollie_propernoun
ahumada_propernoun	ahumada_propernoun
orchard_noun	horta_noun
powerless_adjective	impotent_adjective
bilateral_adjective	bilateral_adjective
favourite_noun	favorit_noun
yilda_propernoun	yilda_propernoun
narbonne_propernoun	narbona_propernoun
ammiel_propernoun	ammiel_propernoun
steamboat_noun	vaixell-de-vapor_noun
machete_noun	matxet_noun
wall-street_propernoun	wall-street_propernoun
freight-car_noun	vagó-de-mercaderies_noun
jurgen_propernoun	jurgen_propernoun
glyoxysome_noun	glioxisoma_noun
affrication_noun	africació_noun
winner_noun	guanyador_noun
like-clockwork_adverb	com-un-rellotge_adverb
thirty_numeral	trenta_numeral
by-means-of_preposition	per-mitjà-de_preposition
encinas_propernoun	encinas_propernoun
televise_verb	televisar_verb
spondylosis_noun	espondilosi_noun
lexington_propernoun	lexington_propernoun
alcivar_propernoun	alcivar_propernoun
concatenation_noun	concatenació_noun
modesto_propernoun	modesto_propernoun
ortega-i-alemany_propernoun	ortega-i-alemany_propernoun
bruise_noun	blau_noun
toenail_noun	ungla_noun
delors_propernoun	delors_propernoun
rami_propernoun	rami_propernoun
portray_verb	retratar_verb
zabaleta_propernoun	zabaleta_propernoun
koby_propernoun	koby_propernoun
record_noun	acta_noun
heng_propernoun	heng_propernoun
neuroscience_noun	neurociència_noun
viata-iano_propernoun	viata-iano_propernoun
track_noun	pista_noun
de-rating_noun	desclassificació_noun
hayeur_propernoun	hayeur_propernoun
next-week_adverb	la-setmana-que-ve_adverb
olmstead_propernoun	olmstead_propernoun
expander_noun	expansor_noun
metascience_noun	metaciència_noun
são-tomé-and-príncipe_propernoun	sao-tomé-i-príncipe_propernoun
degreasing_noun	desgreixatge_noun
tendero_propernoun	tendero_propernoun
pungent_adjective	punyent_adjective
behead_verb	decapitar_verb
extension_noun	pròrroga_noun
yolanda_propernoun	yolanda_propernoun
instance_noun	cas_noun
imposition_noun	imposició_noun
address_noun	adreça_noun
ex-communist_noun	excomunista_noun
transient_adjective	transitori_adjective
artemis_propernoun	àrtemis_propernoun
admirer_noun	admirador_noun
telerreceptor_noun	telereceptor_noun
antiscale_noun	antiincrustant_noun
bob_propernoun	bob_propernoun
parasitical_adjective	parasitari_adjective
prize-winning_verb	premiar_verb
abella_propernoun	abella_propernoun
sleeve_noun	mànega_noun
donate_propernoun	donate_propernoun
neuroglia_noun	neuròglia_noun
bertín_propernoun	bertín_propernoun
hasan_propernoun	hasan_propernoun
anteroom_noun	avantsala_noun
arjan_propernoun	arjan_propernoun
abstraction_noun	abstracció_noun
fluorimeter_noun	fluorímetre_noun
with-reference-to_preposition	amb-referència-a_preposition
intrigue_verb	intrigar_verb
xosé_propernoun	xosé_propernoun
without-a-doubt_adverb	sens-dubte_adverb
amneris_propernoun	amneris_propernoun
ad-hoc_adjective	ad-hoc_adjective
alicia_propernoun	alicia_propernoun
blacksmith_propernoun	blacksmith_propernoun
dalixa_propernoun	dalixa_propernoun
photoreceiver_noun	fotoreceptor_noun
beaulé_propernoun	beaulé_propernoun
ranker_noun	rànker_noun
pseudomanifold_noun	pseudovarietat_noun
farce_noun	farsa_noun
pittsburgh_propernoun	pittsburgh_propernoun
vidiella_propernoun	vidiella_propernoun
halvor_propernoun	halvor_propernoun
palatoschisis_noun	palatòsquisi_noun
palladini_propernoun	palladini_propernoun
contractor_noun	contractista_noun
state_verb	constar_verb
low-quality_adjective	de-pacotilla_adjective
degree_noun	títol_noun
refrigerator_noun	nevera_noun
artichoke_noun	carxofa_noun
physical-chemistry_noun	fisicoquímica_noun
velia_propernoun	velia_propernoun
owner_noun	amo_noun
whitfield_propernoun	whitfield_propernoun
frictional_adjective	friccional_adjective
protector_noun	protector_noun
iran_propernoun	iran_propernoun
risueño_propernoun	risueño_propernoun
stair_noun	graó_noun
at-intervals_adverb	a-intervals_adverb
chop_noun	llonza_noun
celerian_propernoun	celerian_propernoun
attentive_adjective	amatent_adjective
endless_adjective	inacabable_adjective
get-out_verb	sortir_verb
in-the-best-sense_adverb	en-el-bon-sentit_adverb
artist_noun	artista_noun
lavishly_adverb	generosament_adverb
agro-environmental_adjective	agroambiental_adjective
norina_propernoun	norina_propernoun
