il·legítimament_adverb	ilegitimamente_adverb
ring_propernoun	ring_propernoun
controlable_adjective	controlável_adjective
republicà_noun	repúblicano_noun
andreux_propernoun	andreux_propernoun
mogán_propernoun	mogán_propernoun
teolis_propernoun	teolis_propernoun
isnaldo_propernoun	isnaldo_propernoun
reinversió_noun	reinversão_noun
estalinisme_noun	estalinismo_noun
dönitz_propernoun	dönitz_propernoun
passatge_noun	bilhete_noun
espanyolista_adjective	espanholista_adjective
llaç_noun	laço_noun
howe_propernoun	howe_propernoun
nasdaq_propernoun	nasdaq_propernoun
pòntic_adjective	pôntico_adjective
reintegrable_adjective	reintegrável_adjective
garofalo_propernoun	garofalo_propernoun
visa_propernoun	visa_propernoun
müller_propernoun	müller_propernoun
purità_noun	puritano_noun
girlanda_propernoun	girlanda_propernoun
cesarista_noun	cesarista_noun
diligent_adjective	diligente_adjective
albesa_propernoun	albesa_propernoun
mattina_propernoun	mattina_propernoun
von-wright_propernoun	von-wright_propernoun
sota_adverb	baixo_adverb
ens_noun	ente_noun
gasse_propernoun	gasse_propernoun
hornos_propernoun	hornos_propernoun
urkullu_propernoun	urkullu_propernoun
richmond_propernoun	richmond_propernoun
estival_adjective	estival_adjective
desestabilitzador_adjective	desestabilizador_adjective
reactància_noun	reactância_noun
ambició_noun	ambição_noun
nault_propernoun	nault_propernoun
reinstal·lació_noun	reinstalação_noun
tangiblement_adverb	tangivelmente_adverb
prolongació_noun	prolongamento_noun
la-selva-de-mar_propernoun	la-selva-de-mar_propernoun
tricotòmic_adjective	tricotômico_adjective
obeir_verb	obedecer_verb
proietti_propernoun	proietti_propernoun
donar-d'alta_verb	cadastrar_verb
kiani_propernoun	kiani_propernoun
albalat-dels-tarongers_propernoun	albalat-dels-tarongers_propernoun
beneït_adjective	bendito_adjective
cabrerizo_propernoun	cabrerizo_propernoun
sarsanedas_propernoun	sarsanedas_propernoun
enumeració_noun	enumeração_noun
lafayette_propernoun	lafayette_propernoun
arable_adjective	arável_adjective
cadascú_pronoun	cada-qual_pronoun
falastín_propernoun	falastín_propernoun
prevaricador_adjective	prevaricador_adjective
quart-de-final_noun	quarta-de-final_noun
molestar_verb	molestar_verb
repartició_noun	repartição_noun
devries_propernoun	devries_propernoun
broglia_propernoun	broglia_propernoun
antropomètric_adjective	antropométrico_adjective
consolador_adjective	consolador_adjective
catequètic_adjective	catequético_adjective
descomptar_verb	descontar_verb
raquel_propernoun	raquel_propernoun
toses_propernoun	toses_propernoun
pastrana_propernoun	pastrana_propernoun
arial_propernoun	arial_propernoun
cecotti_propernoun	cecotti_propernoun
inaudible_adjective	inaudível_adjective
oceanografia_noun	oceanografia_noun
obsoletament_adverb	obsoletamente_adverb
sí_pronoun	sí_pronoun
misantropia_noun	misantropia_noun
cornelia_propernoun	cornelia_propernoun
lannutti_propernoun	lannutti_propernoun
indemnitzable_adjective	indemnizável_adjective
exoneració_noun	exoneração_noun
bicameral_adjective	bicameral_adjective
força_adverb	bastante_adverb
mundanal_adjective	mundanal_adjective
japó_propernoun	japão_propernoun
el-yaakoubi_propernoun	el-yaakoubi_propernoun
vézina_propernoun	vézina_propernoun
vallières_propernoun	vallières_propernoun
alienat_adjective	alienado_adjective
maxine_propernoun	maxine_propernoun
aguilar-de-segarra_propernoun	aguilar-de-segarra_propernoun
boieldieu_propernoun	boieldieu_propernoun
mer_adjective	mero_adjective
aranzadi_propernoun	aranzadi_propernoun
publicitàriament_adverb	publicitariamente_adverb
polipropilè_noun	polipropileno_noun
fluet_propernoun	fluet_propernoun
ultrabàsic_adjective	ultrabásico_adjective
aleixo_propernoun	aleixo_propernoun
pelillo_propernoun	pelillo_propernoun
lemelin_propernoun	lemelin_propernoun
seychelles_propernoun	seicheles_propernoun
vilanova-de-castelló_propernoun	villanueva-de-castellón_propernoun
restaurar_verb	restaurar_verb
capafons_propernoun	capafons_propernoun
llicenciat_adjective	licenciado_adjective
conservadorisme_noun	conservadorismo_noun
abrera_propernoun	abrera_propernoun
la-greca_propernoun	la-greca_propernoun
grupal_adjective	grupal_adjective
convent_noun	convento_noun
desfossés_propernoun	desfossés_propernoun
servadei_propernoun	servadei_propernoun
historiable_adjective	historiável_adjective
tézé_propernoun	tézé_propernoun
acontentar_verb	contentar_verb
noce_propernoun	noce_propernoun
nélia_propernoun	nélia_propernoun
villeneuve_propernoun	villeneuve_propernoun
desrochers_propernoun	desrochers_propernoun
defunció_noun	óbito_noun
millau_propernoun	millau_propernoun
aparisi_propernoun	aparisi_propernoun
inductiu_adjective	indutivo_adjective
desintegrar_verb	desintegrar_verb
henares_propernoun	henares_propernoun
ió_noun	ião_noun
heslaine_propernoun	heslaine_propernoun
lligament_noun	atadura_noun
vigevano_propernoun	vigevano_propernoun
divisa_noun	divisa_noun
manlleu_noun	empréstimo_noun
ortigosa_propernoun	ortigosa_propernoun
executar_verb	executar_verb
diferent_adjective	distinto_adjective
armil·lar_adjective	armilar_adjective
guité_propernoun	guité_propernoun
hostilment_adverb	hostilmente_adverb
equifacial_adjective	equifacial_adjective
coombs_propernoun	coombs_propernoun
enfadat_adjective	aborrecido_adjective
paiporta_propernoun	paiporta_propernoun
patarino_propernoun	patarino_propernoun
noranta-sis_numeral	noventa-e-seis_numeral
diners_noun	dinheiro_noun
fonogràfic_adjective	fonográfico_adjective
excessiu_adjective	excessivo_adjective
passar_verb	passar_verb
sadomasoquisme_noun	sadomasoquismo_noun
yamamoto_propernoun	yamamoto_propernoun
inferior_adjective	inferior_adjective
silver_propernoun	silver_propernoun
hugas_propernoun	hugas_propernoun
lanièce_propernoun	lanièce_propernoun
derivable_adjective	derivável_adjective
dodecagonal_adjective	dodecagonal_adjective
consignar_verb	consignar_verb
bizantí_noun	bizantino_noun
a-conseqüència-de_preposition	em-consequência-de_preposition
collbató_propernoun	collbató_propernoun
nicholson_propernoun	nicholson_propernoun
von-stade_propernoun	von-stade_propernoun
civilitat_noun	civilidade_noun
est_adjective	leste_adjective
balbucient_adjective	balbuciente_adjective
marrà_adjective	marrano_adjective
malònic_adjective	malônico_adjective
ángel_propernoun	ángel_propernoun
carena_noun	cumeeira_noun
divisible_adjective	divisível_adjective
propíciament_adverb	propiciamente_adverb
rojch_propernoun	rojch_propernoun
instrument_noun	instrumento_noun
clarivident_adjective	clarividente_adjective
atenuant_noun	atenuante_noun
armengou_propernoun	armengou_propernoun
anglès_propernoun	anglès_propernoun
reglamentista_adjective	regulamentista_adjective
autocorreció_noun	autocorreção_noun
canceller_noun	chanceler_noun
depeault_propernoun	depeault_propernoun
neperià_adjective	neperiano_adjective
masferrer_propernoun	masferrer_propernoun
preparatiu_noun	preparativo_noun
wally_propernoun	wally_propernoun
usurpar_verb	usurpar_verb
estupidesa_noun	burrice_noun
foz_propernoun	foz_propernoun
roccella_propernoun	roccella_propernoun
humificació_noun	humificação_noun
spooner_propernoun	spooner_propernoun
extracomunitari_adjective	extracomunitário_adjective
afirmar_verb	afirmar_verb
usat_adjective	usado_adjective
creixell_propernoun	creixell_propernoun
immaculada-concepció_propernoun	imaculada-conceição_propernoun
prophète_propernoun	prophète_propernoun
kõiv_propernoun	kõiv_propernoun
babot_propernoun	babot_propernoun
noya_propernoun	noya_propernoun
pasolini_propernoun	pasolini_propernoun
laparotomia_noun	laparotomia_noun
héroux_propernoun	héroux_propernoun
porquer_noun	porqueiro_noun
congelador_noun	congelador_noun
gioia_propernoun	gioia_propernoun
desastre_noun	desastre_noun
desafectació_noun	desafectação_noun
venalitat_noun	venalidade_noun
autolític_adjective	autolítico_adjective
rèplica_noun	réplica_noun
predilecció_noun	predilecção_noun
metcalfe_propernoun	metcalfe_propernoun
borghezio_propernoun	borghezio_propernoun
arnedo_propernoun	arnedo_propernoun
alencar_propernoun	alencar_propernoun
inigualat_adjective	inigualado_adjective
coutu_propernoun	coutu_propernoun
proporció_noun	proporção_noun
favron_propernoun	favron_propernoun
hodgson_propernoun	hodgson_propernoun
racine_propernoun	racine_propernoun
pia_propernoun	pia_propernoun
tot-just_adverb	só_adverb
soldevilla_propernoun	soldevilla_propernoun
expansió_noun	expansão_noun
geomètric_adjective	geométrico_adjective
lacey_propernoun	lacey_propernoun
legault_propernoun	legault_propernoun
primitivament_adverb	primitivamente_adverb
metrificació_noun	metrificação_noun
adverbi_noun	advérbio_noun
peck_propernoun	peck_propernoun
baldassarre_propernoun	baldassarre_propernoun
santa-catarina_propernoun	santa-catarina_propernoun
cap-al-nord_adverb	para-norte_adverb
atòmicament_adverb	atomicamente_adverb
quadragenari_adjective	quadragenário_adjective
santamaría_propernoun	santamaría_propernoun
bujaldón_propernoun	bujaldón_propernoun
sentir_verb	sentir_verb
juliol_noun	julho_noun
casinelli_propernoun	casinelli_propernoun
enrolador_adjective	enrolador_adjective
decepcionant_adjective	decepcionante_adjective
tadjik_adjective	tajique_adjective
potenciometria_noun	potenciometria_noun
materazzi_propernoun	materazzi_propernoun
bromatomètric_adjective	bromatométrico_adjective
caldaic_adjective	caldaico_adjective
napash_propernoun	napash_propernoun
llebaria_propernoun	llebaria_propernoun
meziane_propernoun	meziane_propernoun
aranjo_propernoun	aranjo_propernoun
tribalat_propernoun	tribalat_propernoun
dormir_verb	dormir_verb
restaurador_noun	restaurador_noun
aiúbid_propernoun	aiúbid_propernoun
catalunya-caixa_propernoun	catalunya-caixa_propernoun
fado_noun	fado_noun
cepeda_propernoun	cepeda_propernoun
exportable_adjective	exportável_adjective
antijurídic_adjective	antijurídico_adjective
histriònic_adjective	histriónico_adjective
giazotti_propernoun	giazotti_propernoun
gloriosament_adverb	gloriosamente_adverb
castello_propernoun	castello_propernoun
rodgers_propernoun	rodgers_propernoun
contrareforma_noun	contrarreforma_noun
stucchi_propernoun	stucchi_propernoun
mancuso_propernoun	mancuso_propernoun
extra_preposition	extra_preposition
heras_propernoun	heras_propernoun
von-belgischen_propernoun	von-belgischen_propernoun
marx_propernoun	marx_propernoun
sofrible_adjective	sofrível_adjective
triàsic_noun	triássico_noun
bust_noun	busto_noun
reinterpretar_verb	reinterpretar_verb
lucero_propernoun	lucero_propernoun
quasi_adverb	quase_adverb
von-bauernfeld_propernoun	von-bauernfeld_propernoun
hèracles_propernoun	héracles_propernoun
perdulari_adjective	perdulário_adjective
mansouri_propernoun	mansouri_propernoun
trepitjar_verb	pisar_verb
barbuto_propernoun	barbuto_propernoun
sud-oriental_adjective	sul-oriental_adjective
granulomètric_adjective	granulométrico_adjective
centúria_noun	centúria_noun
calvé_propernoun	calvé_propernoun
metacarpià_adjective	metacarpiano_adjective
reminiscència_noun	reminiscência_noun
eugènic_adjective	eugénico_adjective
òptimament_adverb	otimamente_adverb
raffaelli_propernoun	raffaelli_propernoun
arellano_propernoun	arellano_propernoun
negociable_adjective	negociável_adjective
wormald_propernoun	wormald_propernoun
saperas_propernoun	saperas_propernoun
electricitat_noun	eletricidade_noun
gremial_adjective	gremial_adjective
la-febró_propernoun	la-febró_propernoun
leonor_propernoun	leonor_propernoun
inferible_adjective	inferível_adjective
pulsació_noun	pulso_noun
choi_propernoun	choi_propernoun
cangemi_propernoun	cangemi_propernoun
inaturable_adjective	inaturável_adjective
guadasséquies_propernoun	guadasséquies_propernoun
squillaci_propernoun	squillaci_propernoun
policrom_adjective	policrómico_adjective
inspector_noun	inspetor_noun
rafter_propernoun	rafter_propernoun
colonial_adjective	colonial_adjective
degrandmaison_propernoun	degrandmaison_propernoun
feeney_propernoun	feeney_propernoun
navalla_noun	navalha_noun
bohr_propernoun	bohr_propernoun
michelle_propernoun	michelle_propernoun
cubelles_propernoun	cubelles_propernoun
heliogràfic_adjective	heliográfico_adjective
bladé_propernoun	bladé_propernoun
vila_propernoun	vila_propernoun
kika_propernoun	kika_propernoun
rousson_propernoun	rousson_propernoun
transmetre_verb	transmitir_verb
formador_adjective	formador_adjective
serbi_adjective	sérvio_adjective
shahzad_propernoun	shahzad_propernoun
cristianitzar_verb	cristianizar_verb
somiar_verb	sonhar_verb
acabador_adjective	acabador_adjective
argerich_propernoun	argerich_propernoun
òbviament_adverb	obviamente_adverb
jerónimo_propernoun	jerónimo_propernoun
muste_propernoun	muste_propernoun
aduriz_propernoun	aduriz_propernoun
flexió_noun	flexão_noun
foixà_propernoun	foixà_propernoun
rosser_propernoun	rosser_propernoun
thurston_propernoun	thurston_propernoun
tortuga_noun	tartaruga_noun
inefablement_adverb	inefavelmente_adverb
idealista_noun	idealista_noun
atenció_noun	atendimento_noun
marcat_adjective	marcado_adjective
rivalitzar_verb	rivalizar_verb
espargiment_noun	espargimento_noun
sebastiá_propernoun	sebastiá_propernoun
èmfasi_noun	ênfase_noun
utah_propernoun	utah_propernoun
palla_noun	palha_noun
antiapoplèctic_adjective	antiapoplético_adjective
fecunditat_noun	fecundidade_noun
ell_pronoun	ele_pronoun
boldrini_propernoun	boldrini_propernoun
bonifaci_propernoun	bonifácio_propernoun
desagregable_adjective	desagregável_adjective
barandiarán_propernoun	barandiarán_propernoun
guedes_propernoun	guedes_propernoun
hadró_noun	hádron_noun
comelles_propernoun	comelles_propernoun
responsabilitzar_verb	responsabilizar_verb
cantemir_propernoun	cantemir_propernoun
penúltimament_adverb	penultimamente_adverb
l'armentera_propernoun	l'armentera_propernoun
legibilitat_noun	legibilidade_noun
agostinho_propernoun	agostinho_propernoun
persa_adjective	persa_adjective
galiano_propernoun	galiano_propernoun
elegible_adjective	elegível_adjective
confiable_adjective	confiável_adjective
iorga_propernoun	iorga_propernoun
bellvei_propernoun	bellvei_propernoun
bové_propernoun	bové_propernoun
amaró_propernoun	amaró_propernoun
confiabilitat_noun	confiabilidade_noun
santillana_propernoun	santillana_propernoun
grafòleg_noun	grafólogo_noun
mollà_propernoun	mollà_propernoun
rollandin_propernoun	rollandin_propernoun
cosmològicament_adverb	cosmologicamente_adverb
espelma_noun	vela_noun
gisbert_propernoun	gisbert_propernoun
estilístic_adjective	estilístico_adjective
frontera_noun	raia_noun
cleopa_propernoun	cleopa_propernoun
roces_propernoun	roces_propernoun
bataille_propernoun	bataille_propernoun
saviola_propernoun	saviola_propernoun
acústicament_adverb	acusticamente_adverb
melgosa_propernoun	melgosa_propernoun
decàgon_noun	decágono_noun
mușat_propernoun	mușat_propernoun
andreia_propernoun	andreia_propernoun
quaranta-novè_adjective	quadragésimo-nono_adjective
ungla_noun	unha_noun
wafer_propernoun	wafer_propernoun
monet_propernoun	monet_propernoun
minnelli_propernoun	minnelli_propernoun
decantació_noun	decantação_noun
petrarca_propernoun	petrarca_propernoun
corneal_adjective	corneal_adjective
aita_propernoun	aita_propernoun
incontrolat_adjective	incontrolado_adjective
amb-una-mà-davant-i-una-mà-darrere_adverb	com-uma-mão-na-frente-e-outra-atrás_adverb
guillen_propernoun	guillen_propernoun
introspectiu_adjective	introspetivo_adjective
abramo_propernoun	abramo_propernoun
miarnau_propernoun	miarnau_propernoun
salvarezza_propernoun	salvarezza_propernoun
bañon_propernoun	bañon_propernoun
monterde_propernoun	monterde_propernoun
claudicant_adjective	claudicante_adjective
villén_propernoun	villén_propernoun
fibril·lar_adjective	fibrilar_adjective
jivago_propernoun	zivago_propernoun
temple_noun	templo_noun
ofrena_noun	oferenda_noun
salort_propernoun	salort_propernoun
escalona_propernoun	escalona_propernoun
semblar_verb	parecer_verb
bastió_noun	bastão_noun
content_adjective	contente_adjective
subcomandant_noun	subcomandante_noun
raga_propernoun	raga_propernoun
vexatori_adjective	vexatório_adjective
terminal_adjective	terminal_adjective
arbeca_propernoun	arbeca_propernoun
palermo_propernoun	palermo_propernoun
anaya_propernoun	anaya_propernoun
sumptuari_adjective	sumptuário_adjective
aulari_noun	faculdade_noun
versal_adjective	versal_adjective
dimítrov_propernoun	dimitrov_propernoun
