decano_noun_en	doyen_noun_es
pointe-à-pitre_propernoun_en	pointe-à-pitre_propernoun_es
massachusetts_propernoun_en	massachusetts_propernoun_es
competencia_noun_en	concurrence_noun_es
infinito_noun_en	infini_noun_es
amunarriz_propernoun_en	amunarriz_propernoun_es
sau_propernoun_en	sau_propernoun_es
península_balcanica_propernoun_en	péninsule_balkanique_propernoun_es
occidental_adjective_en	occidental_adjective_es
república_centroafricana_propernoun_en	république_centrafricaine_propernoun_es
futuro_noun_en	futur_noun_es
septiembre_noun_en	septembre_noun_es
promotor_adjective_en	promoteur_adjective_es
procedente_adjective_en	provenant_adjective_es
decoración_noun_en	décoration_noun_es
banca_noun_en	banque_noun_es
normalizado_adjective_en	normalisé_adjective_es
reformular_verb_en	reformuler_verb_es
charo_propernoun_en	charo_propernoun_es
nunca_adverb_en	jamais_adverb_es
slater_propernoun_en	slater_propernoun_es
grotesco_adjective_en	grotesque_adjective_es
antioquia_propernoun_en	antioquia_propernoun_es
sacro_imperio_romano_germánico_propernoun_en	saint_empire_romain_germanique_propernoun_es
pauta_noun_en	règle_noun_es
naranjo_noun_en	oranger_noun_es
pestilencia_noun_en	pestilence_noun_es
introspección_noun_en	introspection_noun_es
anticonceptivo_adjective_en	contraceptif_adjective_es
aguante_noun_en	résistance_noun_es
frigorífico_noun_en	frigidaire_noun_es
petit_propernoun_en	petit_propernoun_es
amestoi_propernoun_en	amestoi_propernoun_es
baranowski_propernoun_en	baranowski_propernoun_es
error_noun_en	maldonne_noun_es
lección_noun_en	leçon_noun_es
julián_propernoun_en	julián_propernoun_es
bomba_noun_en	pompe_noun_es
costero_adjective_en	côtier_adjective_es
abrigo_noun_en	manteau_noun_es
testamento_noun_en	testament_noun_es
adel_propernoun_en	adel_propernoun_es
penúltimo_adjective_en	avant-dernier_adjective_es
innumerable_adjective_en	innombrable_adjective_es
exceso_noun_en	outrance_noun_es
ampolla_noun_en	ampoule_noun_es
total_adjective_en	total_adjective_es
trasporte_noun_en	transport_noun_es
en_cierta_medida_adverb_en	dans_une_certaine_mesure_adverb_es
posicionar_verb_en	prendre_position_verb_es
furgoneta_noun_en	fourgonnette_noun_es
escoger_verb_en	choisir_verb_es
aia_propernoun_en	aia_propernoun_es
amin_propernoun_en	amin_propernoun_es
capitalismo_noun_en	capitalisme_noun_es
profundo_adjective_en	profond_adjective_es
preceder_verb_en	précéder_verb_es
solynova_propernoun_en	solynova_propernoun_es
polémico_adjective_en	polémique_adjective_es
desembarcar_verb_en	débarquer_verb_es
f_noun_en	f_noun_es
el_mundo_del_país_vasco_propernoun_en	el_mundo_del_país_vasco_propernoun_es
gamble_propernoun_en	gamble_propernoun_es
concesión_administrativa_noun_en	concession_administrative_noun_es
anulable_adjective_en	annulable_adjective_es
sesión_ordinaria_noun_en	session_ordinaire_noun_es
reinversión_noun_en	réinvestissement_noun_es
cerdo_noun_en	cochon_noun_es
campus_noun_en	campus_noun_es
garaje_noun_en	garage_noun_es
rabat_propernoun_en	rabat_propernoun_es
tos_noun_en	toux_noun_es
salsamendi_propernoun_en	salsamendi_propernoun_es
hendaya_propernoun_en	hendaye_propernoun_es
estricto_adjective_en	strict_adjective_es
jericó_propernoun_en	jéricho_propernoun_es
ls80_propernoun_en	ls80_propernoun_es
exponente_adjective_en	exposant_adjective_es
san_petersburgo_propernoun_en	saint-pétersbourg_propernoun_es
gradual_adjective_en	graduel_adjective_es
peligroso_adjective_en	périlleux_adjective_es
suave_adjective_en	doux_adjective_es
a_ras_de_preposition_en	à_ras_de_preposition_es
partido_noun_en	parti_noun_es
goldman_propernoun_en	goldman_propernoun_es
distinguir_verb_en	distinguer_verb_es
avance_de_extracto_noun_en	avance_de_relevé_noun_es
oriente_cercano_propernoun_en	proche-orient_propernoun_es
comercializar_verb_en	commercialiser_verb_es
acuarela_noun_en	aquarelle_noun_es
acusador_adjective_en	accusateur_adjective_es
reanimar_verb_en	ranimer_verb_es
fosa_de_las_kuriles_propernoun_en	fosse_des_kouriles_propernoun_es
andorinho_propernoun_en	andorinho_propernoun_es
minoritario_adjective_en	minoritaire_adjective_es
diplomático_adjective_en	diplomatique_adjective_es
abastecimiento_noun_en	ravitaillement_noun_es
kamchatka_propernoun_en	kamtchatka_propernoun_es
razonablemente_adverb_en	raisonnablement_adverb_es
fiebre_noun_en	fièvre_noun_es
hoguera_noun_en	bûcher_noun_es
anihilación_noun_en	annihilation_noun_es
nimes_propernoun_en	nîmes_propernoun_es
marsella_propernoun_en	marseille_propernoun_es
personaje_noun_en	personnage_noun_es
kike_propernoun_en	kike_propernoun_es
isla_ascensión_propernoun_en	île_de_l'ascension_propernoun_es
arazu_propernoun_en	arazu_propernoun_es
enunciación_noun_en	énonciation_noun_es
gijón_propernoun_en	gijón_propernoun_es
fouad_propernoun_en	fouad_propernoun_es
sala_noun_en	salle_noun_es
acceder_verb_en	accéder_verb_es
pai_noun_en	plan_d'aide_à_l'investissement_noun_es
jugnot_propernoun_en	jugnot_propernoun_es
definir_verb_en	définir_verb_es
mariehamn_propernoun_en	mariehamn_propernoun_es
latino_adjective_en	latin_adjective_es
sarriegi_propernoun_en	sarriegi_propernoun_es
desmarcar_verb_en	démarquer_verb_es
vaporización_noun_en	vaporisation_noun_es
pavel_propernoun_en	pavel_propernoun_es
columbia_propernoun_en	columbia_propernoun_es
caer_como_moscas_verb_en	tomber_comme_des_mouches_verb_es
activo_adjective_en	actif_adjective_es
veredicto_noun_en	verdict_noun_es
arrimar_el_ascua_a_su_sardina_verb_en	apporter_de_l'eau_au_moulin_verb_es
ciclocross_noun_en	cyclo-cross_noun_es
superpositivo_adjective_en	superpositif_adjective_es
rascar_los_bolsillos_verb_en	gratter_les_fonds_de_tiroir_verb_es
mathieu_propernoun_en	mathieu_propernoun_es
aireación_noun_en	aération_noun_es
imperio_carolingio_propernoun_en	empire_carolingien_propernoun_es
ramo_noun_en	bouquet_noun_es
mataró_propernoun_en	mataró_propernoun_es
a_cuenta_de_preposition_en	chargé_de_preposition_es
julien_propernoun_en	julien_propernoun_es
roca_noun_en	roche_noun_es
albia_propernoun_en	albia_propernoun_es
sobrepopulación_noun_en	surpopulation_noun_es
pagano_adjective_en	païen_adjective_es
karlos_propernoun_en	karlos_propernoun_es
en_los_tiempos_en_los_que_subordinatingconjunction_en	au_temps_où_subordinatingconjunction_es
tela_noun_en	toile_noun_es
remesa_de_divisas_noun_en	livraison_de_devises_noun_es
confidencialidad_noun_en	confidentialité_noun_es
waterboys_propernoun_en	waterboys_propernoun_es
místico_adjective_en	mystique_adjective_es
afiliación_noun_en	affiliation_noun_es
nación_noun_en	nation_noun_es
empollar_verb_en	couver_verb_es
telekos_propernoun_en	telekos_propernoun_es
apalategi_propernoun_en	apalategi_propernoun_es
mundialización_noun_en	mondialisation_noun_es
significado_noun_en	signification_noun_es
despreocupar_verb_en	oublier_verb_es
santoña_propernoun_en	santoña_propernoun_es
interfaz_noun_en	interface_noun_es
recaudación_de_impuestos_noun_en	perception_d'impôts_noun_es
banalización_noun_en	banalisation_noun_es
tocar_verb_en	toucher_verb_es
piloto_noun_en	pilote_noun_es
zheng_jie_propernoun_en	zheng_jie_propernoun_es
afecto_noun_en	affection_noun_es
amaltea_propernoun_en	amalthée_propernoun_es
constante_noun_en	constante_noun_es
antifatigante_adjective_en	anti-fatigant_adjective_es
estudiar_verb_en	étudier_verb_es
anote_tong_propernoun_en	anote_tong_propernoun_es
torcer_verb_en	fausser_verb_es
superdotado_adjective_en	surdoué_adjective_es
zoom_noun_en	zoom_noun_es
sobrecarga_noun_en	surcharge_noun_es
scheffer_propernoun_en	scheffer_propernoun_es
laico_adjective_en	laïque_adjective_es
ramsés_propernoun_en	ramsès_propernoun_es
austria_propernoun_en	autriche_propernoun_es
más_aún_adverb_en	encore_plus_adverb_es
reñir_verb_en	quereller_verb_es
desde_siempre_adverb_en	de_tout_temps_adverb_es
sobrenombre_noun_en	surnom_noun_es
concentración_noun_en	concentration_noun_es
multiplicación_noun_en	multiplication_noun_es
ante_preposition_en	devant_preposition_es
de_todas_maneras_adverb_en	en_tout_cas_adverb_es
sincronizar_verb_en	synchroniser_verb_es
causa_noun_en	cause_noun_es
tragedia_noun_en	tragédie_noun_es
act_noun_en	act_noun_es
engels_propernoun_en	engels_propernoun_es
alfred_gusenbauer_propernoun_en	alfred_gusenbauer_propernoun_es
abdul_hamid_ii_propernoun_en	abdülhamid_ii_propernoun_es
salina_noun_en	mine_de_sel_noun_es
paulino_rivero_baute_propernoun_en	paulino_rivero_baute_propernoun_es
iraquí_noun_en	irakien_noun_es
gadafi_propernoun_en	kadhafi_propernoun_es
posibilitar_verb_en	permettre_verb_es
miriam_propernoun_en	miriam_propernoun_es
sanchís_propernoun_en	sanchís_propernoun_es
suizo_francófono_adjective_en	romand_adjective_es
luxor_propernoun_en	louksor_propernoun_es
udvar-hazy_propernoun_en	udvar-hazy_propernoun_es
abdelkader_propernoun_en	abdelkader_propernoun_es
reclutamiento_noun_en	recrutement_noun_es
propietario_noun_en	propriétaire_noun_es
memorización_noun_en	mémorisation_noun_es
abatir_verb_en	abattre_verb_es
reizabal_propernoun_en	reizabal_propernoun_es
acorazado_adjective_en	cuirassé_adjective_es
escandaloso_adjective_en	criant_adjective_es
cambiante_adjective_en	changeant_adjective_es
pastoral_adjective_en	pastoral_adjective_es
conciencia_noun_en	conscience_noun_es
pluvial_adjective_en	pluvial_adjective_es
tomar_conciencia_verb_en	prendre_conscience_verb_es
circulante_adjective_en	circulant_adjective_es
catastro_noun_en	cadastre_noun_es
reagrupamiento_noun_en	regroupement_noun_es
insultar_verb_en	insulter_verb_es
con_carácter_definitivo_adverb_en	en_qualité_de_définitif_adverb_es
militarización_noun_en	militarisation_noun_es
impulsar_verb_en	stimuler_verb_es
imposición_noun_en	imposition_noun_es
raid_noun_en	raid_noun_es
procesar_verb_en	inculper_verb_es
trazo_noun_en	trait_noun_es
florida_propernoun_en	floride_propernoun_es
incorrecto_adjective_en	incorrect_adjective_es
recomendación_noun_en	recommandation_noun_es
influencia_noun_en	influence_noun_es
cena_noun_en	souper_noun_es
habilitar_verb_en	habiliter_verb_es
windhoek_propernoun_en	windhoek_propernoun_es
a_gran_escala_adverb_en	à_grande_échelle_adverb_es
cielo_noun_en	ciel_noun_es
bayrou_propernoun_en	bayrou_propernoun_es
indeterminado_adjective_en	indéterminé_adjective_es
brincar_verb_en	bondir_verb_es
impregnación_noun_en	imprégnation_noun_es
poner_las_manos_en_el_fuego_verb_en	mettre_sa_main_au_feu_verb_es
hasta_entonces_adverb_en	jusqu'alors_adverb_es
violentamente_adverb_en	violemment_adverb_es
instinto_noun_en	instinct_noun_es
tortuga_noun_en	tortue_noun_es
libre_adjective_en	libre_adjective_es
fuerte_adverb_en	fort_adverb_es
arburua_propernoun_en	arburua_propernoun_es
huir_verb_en	fuir_verb_es
pasaporte_noun_en	passeport_noun_es
afectado_adjective_en	affecté_adjective_es
marianne_propernoun_en	marianne_propernoun_es
moral_adjective_en	moral_adjective_es
encargo_noun_en	commission_noun_es
ratificación_noun_en	ratification_noun_es
oscilar_verb_en	osciller_verb_es
cerca_adverb_en	auprès_adverb_es
burqa_noun_en	bourka_noun_es
colectivo_noun_en	collectif_noun_es
en_defecto_de_preposition_en	à_défaut_de_preposition_es
soltería_noun_en	célibat_noun_es
bárbara_propernoun_en	barbara_propernoun_es
jerónimo_propernoun_en	jerónimo_propernoun_es
requena_propernoun_en	requena_propernoun_es
rellenar_verb_en	remplir_verb_es
extender_verb_en	tendre_verb_es
chillar_como_un_condenado_verb_en	crier_comme_un_putois_verb_es
nicanor_propernoun_en	nicanor_propernoun_es
retrato_noun_en	portrait_noun_es
felipe_calderón_propernoun_en	felipe_calderón_propernoun_es
incapacidad_laboral_transitoria_noun_en	incapacité_temporaire_de_travail_noun_es
apple_propernoun_en	apple_propernoun_es
hyun_propernoun_en	hyun_propernoun_es
congregación_noun_en	congrégation_noun_es
maroto_propernoun_en	maroto_propernoun_es
intromisión_noun_en	intromission_noun_es
cotorra_noun_en	perruche_noun_es
tras_de_preposition_en	après_preposition_es
rojillo_adjective_en	petit-rouge_adjective_es
azul_noun_en	bleu_noun_es
absolutamente_adverb_en	absolument_adverb_es
albizua_propernoun_en	albizua_propernoun_es
maleta_noun_en	valise_noun_es
eurocopa_propernoun_en	eurocopa_propernoun_es
collar_noun_en	collier_noun_es
prevenir_verb_en	prévenir_verb_es
propio_adjective_en	propre_adjective_es
editor_noun_en	éditeur_noun_es
ansotegi_propernoun_en	ansotegi_propernoun_es
la_rioja_propernoun_en	la_rioja_propernoun_es
tirar_verb_en	jeter_verb_es
entrevistar_verb_en	interviewer_verb_es
asociacionismo_noun_en	associationnisme_noun_es
remolque_noun_en	remorque_noun_es
agripina_propernoun_en	agrippine_propernoun_es
ritmo_noun_en	rythme_noun_es
nh_propernoun_en	nh_propernoun_es
zinc_noun_en	zinc_noun_es
pérsico_adjective_en	persique_adjective_es
agrandar_verb_en	agrandir_verb_es
a_menos_que_subordinatingconjunction_en	à_moins_que_subordinatingconjunction_es
beatriz_propernoun_en	beatriz_propernoun_es
gran_canaria_propernoun_en	grande_canarie_propernoun_es
ayete_propernoun_en	ayete_propernoun_es
bonificación_noun_en	allégement_noun_es
moldavia_propernoun_en	moldavie_propernoun_es
insistente_adjective_en	insistant_adjective_es
nox_propernoun_en	nox_propernoun_es
hostelería_noun_en	hôtellerie_noun_es
galo_noun_en	gaulois_noun_es
ser_palabras_al_aire_verb_en	être_du_vent_verb_es
dirección_y_gestión_de_empresas_noun_en	management_noun_es
iris_noun_en	iris_noun_es
al_por_mayor_adverb_en	en_gros_adverb_es
grass_propernoun_en	grass_propernoun_es
intraarticular_adjective_en	intra-articulaire_adjective_es
poético_adjective_en	poétique_adjective_es
lamentablemente_adverb_en	lamentablement_adverb_es
interno_adjective_en	interne_adjective_es
rodolphe_propernoun_en	rodolphe_propernoun_es
asegurar_verb_en	assurer_verb_es
actual_adjective_en	actuel_adjective_es
rural_adjective_en	rural_adjective_es
fabricación_noun_en	fabrication_noun_es
libanés_noun_en	libanais_noun_es
puna_de_atacama_propernoun_en	puna_de_atacama_propernoun_es
bruguera_propernoun_en	bruguera_propernoun_es
cursar_verb_en	suivre_verb_es
treinta_y_cuatro_numeral_en	trente-quatre_numeral_es
caer_verb_en	chuter_verb_es
anotador_noun_en	annotateur_noun_es
net_noun_en	net_noun_es
apagón_noun_en	panne_d'électricité_noun_es
abiada_propernoun_en	abiada_propernoun_es
actuación_noun_en	action_noun_es
conservación_noun_en	conservation_noun_es
y_además_adverb_en	et_puis_adverb_es
guitarrista_noun_en	guitariste_noun_es
complicar_verb_en	compliquer_verb_es
alejamiento_noun_en	éloignement_noun_es
ingle_noun_en	aine_noun_es
gubernamental_adjective_en	gouvernemental_adjective_es
negotiación_noun_en	negotiation_noun_es
de_manera_distinta_adverb_en	différemment_adverb_es
mínimo_adjective_en	minimal_adjective_es
raffarin_propernoun_en	raffarin_propernoun_es
de_aquí_a_que_subordinatingconjunction_en	d'ici_que_subordinatingconjunction_es
hidra_propernoun_en	hydre_propernoun_es
mezclar_verb_en	mélanger_verb_es
terri_propernoun_en	terri_propernoun_es
inmobiliario_adjective_en	immobilier_adjective_es
policíaco_adjective_en	policier_adjective_es
atractivo_noun_en	attrait_noun_es
agricultura_noun_en	agriculture_noun_es
aprobar_por_unanimidad_verb_en	approuver_à_l'unanimité_verb_es
amicus_propernoun_en	amicus_propernoun_es
delporte_propernoun_en	delporte_propernoun_es
areiltza_propernoun_en	areiltza_propernoun_es
tintorería_noun_en	teinturerie_noun_es
méjico_propernoun_en	mexique_propernoun_es
abc_propernoun_en	abc_propernoun_es
rsa_propernoun_en	rsa_propernoun_es
intervenir_verb_en	intervenir_verb_es
braun_propernoun_en	braun_propernoun_es
lejano_adjective_en	lointain_adjective_es
imprudente_adjective_en	imprudent_adjective_es
protección_noun_en	protection_noun_es
inmovilizado_adjective_en	immobilisé_adjective_es
anguila_propernoun_en	anguilla_propernoun_es
astudillo_propernoun_en	astudillo_propernoun_es
mata-utu_propernoun_en	mata-utu_propernoun_es
jan_peter_balkenende_propernoun_en	jan_pieter_balkenende_propernoun_es
biografía_noun_en	biographie_noun_es
ecuador_propernoun_en	equateur_propernoun_es
bono_de_caja_noun_en	bon_de_caisse_noun_es
desde_hace_mucho_tiempo_adverb_en	depuis_longtemps_adverb_es
ainhoa_propernoun_en	ainhoa_propernoun_es
colgar_verb_en	pendre_verb_es
cliente_de_activo_noun_en	client_d'actif_noun_es
pasolini_propernoun_en	pasolini_propernoun_es
acosta_propernoun_en	acosta_propernoun_es
pirineos_atlánticos_propernoun_en	pyrénées-atlantiques_propernoun_es
adobo_noun_en	apprêt_noun_es
estrella_polar_propernoun_en	étoile_polaire_propernoun_es
pesar_verb_en	peser_verb_es
irrupción_noun_en	irruption_noun_es
peor_adjective_en	pis_adjective_es
dileita_mohamed_dileita_propernoun_en	dileita_mohamed_dileita_propernoun_es
con_creces_adverb_en	largement_adverb_es
sa_noun_en	sa_noun_es
kutxanet_propernoun_en	kutxanet_propernoun_es
peripecia_noun_en	péripétie_noun_es
desbordamiento_noun_en	débordement_noun_es
venta_al_por_mayor_noun_en	vente_en_gros_noun_es
renault-nissan_propernoun_en	renault-nissan_propernoun_es
ulterior_adjective_en	ultérieur_adjective_es
consideración_noun_en	considération_noun_es
tárrega_propernoun_en	tárrega_propernoun_es
fusión_noun_en	fusion_noun_es
rené_propernoun_en	rené_propernoun_es
ulaanbaatar_propernoun_en	oulan-bator_propernoun_es
trimestral_adjective_en	trimestriel_adjective_es
vehicular_adjective_en	véhiculaire_adjective_es
paté_noun_en	pâté_noun_es
the_settlement_propernoun_en	the_settlement_propernoun_es
apelar_verb_en	contester_en_appel_verb_es
manga_adjective_en	manche_adjective_es
manga_noun_en	manche_noun_es
gancho_noun_en	crochet_noun_es
beijing_propernoun_en	beijing_propernoun_es
mont-blanc_propernoun_en	mont-blanc_propernoun_es
perugia_propernoun_en	perouse_propernoun_es
barandilla_noun_en	rambarde_noun_es
bocuse_propernoun_en	bocuse_propernoun_es
estirar_verb_en	raidir_verb_es
jamás_adverb_en	jamais_adverb_es
carril_bici_noun_en	piste_cyclable_noun_es
escandinavia_propernoun_en	scandinavie_propernoun_es
orden_de_transferencia_noun_en	ordre_de_transfert_noun_es
las_palmas_de_gran_canaria_propernoun_en	las_palmas_de_gran_canaria_propernoun_es
burkini_noun_en	burquini_noun_es
ernest_propernoun_en	ernest_propernoun_es
contraposición_noun_en	confrontation_noun_es
villalba_propernoun_en	villalba_propernoun_es
sogo_propernoun_en	sogo_propernoun_es
antijaponés_adjective_en	anti-japonais_adjective_es
en_el_tiempo_en_el_que_subordinatingconjunction_en	à_l'époque_où_subordinatingconjunction_es
