waiting-for_preposition_en	esperando-a_preposition_es
labialisation_noun_en	labialización_noun_es
liposome_noun_en	liposoma_noun_es
conceptual_adjective_en	conceptual_adjective_es
prescribe_verb_en	prescribir_verb_es
première_verb_en	estrenar_verb_es
weird_adjective_en	extraño_adjective_es
pantomime_noun_en	pantomima_noun_es
publicity_noun_en	publicidad_noun_es
next-november_adverb_en	el-próximo-noviembre_adverb_es
abuse_verb_en	maltratar_verb_es
on-the-verge-of-suicide_adverb_en	al-borde-del-suicidio_adverb_es
malformation_noun_en	malformación_noun_es
checklist_noun_en	lista-de-control_noun_es
semifinal_noun_en	semifinal_noun_es
reread_verb_en	releer_verb_es
uk_propernoun_en	reino-unido_propernoun_es
confidently_adverb_en	confiadamente_adverb_es
thermistor_noun_en	termistor_noun_es
dam_noun_en	presa_noun_es
thinking_noun_en	pensamiento_noun_es
right-winger_noun_en	derechista_noun_es
open-directory_propernoun_en	open-directory_propernoun_es
tonnage_noun_en	arqueo_noun_es
axiomatisation_noun_en	axiomatización_noun_es
sandra_propernoun_en	sandra_propernoun_es
santa-clara_propernoun_en	santa-clara_propernoun_es
leo-iv_propernoun_en	león-iv_propernoun_es
noisy_adjective_en	ruidoso_adjective_es
verify_verb_en	verificar_verb_es
piston_noun_en	pistón_noun_es
bile_noun_en	bilis_noun_es
mortar_noun_en	almirez_noun_es
rationalisation_noun_en	racionalización_noun_es
aforesaid_adjective_en	antedicho_adjective_es
courtship_noun_en	noviazgo_noun_es
release_verb_en	liberar_verb_es
attach_verb_en	adosar_verb_es
beak_noun_en	pico_noun_es
phosphate_noun_en	fosfato_noun_es
tracheal_adjective_en	traqueal_adjective_es
pedal_noun_en	pedal_noun_es
apocope_noun_en	apócope_noun_es
infarct_noun_en	infarto_noun_es
bédier_propernoun_en	bédier_propernoun_es
sailing_noun_en	navegación_noun_es
unthinkable_adjective_en	impensable_adjective_es
terrorist_adjective_en	terrorista_adjective_es
purgatory_noun_en	purgatorio_noun_es
clement-ix_propernoun_en	clemente-ix_propernoun_es
frenzy_noun_en	frenesí_noun_es
radish_noun_en	rábano_noun_es
on-top-of_preposition_en	arriba-de_preposition_es
cynical_adjective_en	cínico_adjective_es
lichtenstein_propernoun_en	lichtenstein_propernoun_es
systematically_adverb_en	por-sistema_adverb_es
ritual_noun_en	ritual_noun_es
ibiza_propernoun_en	ibiza_propernoun_es
spend_verb_en	llevar_verb_es
trespass_verb_en	entrar-sin-autorización_verb_es
pity_noun_en	pena_noun_es
clog_noun_en	zueco_noun_es
psychopath_noun_en	psicópata_noun_es
fundamental_adjective_en	fundamental_adjective_es
arrest-warrant_noun_en	orden-de-arresto_noun_es
assimilate_verb_en	asimilar_verb_es
philosopher_noun_en	filósofo_noun_es
sandwich_noun_en	emparedado_noun_es
jančura_propernoun_en	jančura_propernoun_es
killing_noun_en	asesinato_noun_es
be-bulky_verb_en	abultar_verb_es
damp_adjective_en	húmedo_adjective_es
reconstruction_noun_en	reconstrucción_noun_es
adjective_noun_en	adjetivo_noun_es
capable_adjective_en	capaz_adjective_es
regulation_noun_en	reglamentación_noun_es
dithyramb_noun_en	ditirambo_noun_es
heparin_noun_en	heparina_noun_es
cash-register_noun_en	caja-registradora_noun_es
far_adjective_en	lejano_adjective_es
apocalypse_noun_en	apocalipsis_noun_es
spelling_noun_en	ortografía_noun_es
ascending_adjective_en	ascendente_adjective_es
symbology_noun_en	simbología_noun_es
calcite_noun_en	calcita_noun_es
nanny_noun_en	niñero_noun_es
alimentary_adjective_en	alimenticio_adjective_es
formerly_adverb_en	anteriormente_adverb_es
strut_noun_en	tirante_noun_es
kyprianou_propernoun_en	kyprianou_propernoun_es
aesthetics_noun_en	estética_noun_es
water_noun_en	agua_noun_es
convent_noun_en	convento_noun_es
bias_verb_en	predisponer_verb_es
sixty_numeral_en	seis_numeral_es
chemically_adverb_en	químicamente_adverb_es
without_preposition_en	sin_preposition_es
genealogy_noun_en	genealogía_noun_es
border_noun_en	borde_noun_es
chamorro_propernoun_en	chamorro_propernoun_es
mosquito_noun_en	mosquito_noun_es
rule_noun_en	normativa_noun_es
shout_noun_en	grito_noun_es
punchball_noun_en	balón-de-boxeo_noun_es
nomothetical_adjective_en	nomotético_adjective_es
estrangement_noun_en	distanciamiento_noun_es
copernicus_propernoun_en	copérnico_propernoun_es
ovarian_adjective_en	ovárico_adjective_es
vivisection_noun_en	vivisección_noun_es
contribute_verb_en	cotizar_verb_es
sole_noun_en	suela_noun_es
jones_propernoun_en	jones_propernoun_es
karlsruhe_propernoun_en	karlsruhe_propernoun_es
ohm_noun_en	ohmio_noun_es
masterclass_noun_en	clase-magistral_noun_es
explicitly_adverb_en	explícitamente_adverb_es
thermometric_adjective_en	termométrico_adjective_es
gazette_noun_en	gaceta_noun_es
since-then_adverb_en	desde-entonces_adverb_es
méndez_propernoun_en	méndez_propernoun_es
juniper_noun_en	enebro_noun_es
be-good-natured_verb_en	tener-buen-fondo_verb_es
till_verb_en	cultivar_verb_es
crab_noun_en	cangrejo_noun_es
inter-alia_adverb_en	inter-alia_adverb_es
fabric_noun_en	tejido_noun_es
woman_noun_en	mujer_noun_es
retinoblastoma_noun_en	retinoblastoma_noun_es
distressedly_adverb_en	apesaradamente_adverb_es
ad-nauseam_adverb_en	ad-nauseam_adverb_es
adjourn_verb_en	suspender_verb_es
benedict-xiv_propernoun_en	benedicto-xiv_propernoun_es
politician_noun_en	político_noun_es
lexicography_noun_en	lexicografía_noun_es
gathering_noun_en	reunión_noun_es
antiballistic_adjective_en	antibalístico_adjective_es
risk_verb_en	arriesgar_verb_es
auditor_noun_en	auditor_noun_es
hiccup_noun_en	hipo_noun_es
handicrafts_noun_en	manualidades_noun_es
sandal_noun_en	sándalo_noun_es
kayak_noun_en	kayak_noun_es
coercive_adjective_en	coercitivo_adjective_es
demography_noun_en	demografía_noun_es
guilty_adjective_en	culpable_adjective_es
freewill_noun_en	albedrío_noun_es
dsl_noun_en	dsl_noun_es
pine_noun_en	pino_noun_es
muñoz_propernoun_en	muñoz_propernoun_es
first-half_noun_en	primera-mitad_noun_es
cowgirl_noun_en	vaquero_noun_es
make-a-mistake_verb_en	equivocarse_verb_es
virtually_adverb_en	virtualmente_adverb_es
pompom_noun_en	pompón_noun_es
run-for_verb_en	estar-en-cartelera_verb_es
exterior_adjective_en	exterior_adjective_es
predecessor_noun_en	predecesor_noun_es
aramaic_noun_en	arameo_noun_es
prince_noun_en	príncipe_noun_es
wrench_noun_en	llave-inglesa_noun_es
commensurability_noun_en	conmensurabilidad_noun_es
preserve_verb_en	preservar_verb_es
together-with_preposition_en	junto-con_preposition_es
ancient_adjective_en	antiguo_adjective_es
prague_propernoun_en	praga_propernoun_es
overall_adjective_en	global_adjective_es
job_noun_en	oficio_noun_es
ikurrina-of-the-port-of-pasaia_propernoun_en	pasaiako-portuko-ikurriña_propernoun_es
cost_noun_en	coste_noun_es
ever-before_adverb_en	nunca-antes_adverb_es
honeymoon_noun_en	luna-de-miel_noun_es
schrödinger_propernoun_en	schrödinger_propernoun_es
post-modernism_noun_en	posmodernismo_noun_es
cadmium_noun_en	cadmio_noun_es
abstention_noun_en	abstención_noun_es
debut_noun_en	debut_noun_es
roll_verb_en	rodar_verb_es
windsurfing_noun_en	windsurf_noun_es
high_adjective_en	alto_adjective_es
amplitude_noun_en	amplitud_noun_es
recess_noun_en	receso_noun_es
ephemeral_adjective_en	efímero_adjective_es
dominate_verb_en	dominar_verb_es
arteixo_propernoun_en	arteixo_propernoun_es
sulphurous_adjective_en	sulfúrico_adjective_es
observational_adjective_en	observacional_adjective_es
corymb_noun_en	corimbo_noun_es
pineapple_noun_en	piña_noun_es
gypsum_noun_en	yeso_noun_es
indeterminable_adjective_en	indeterminable_adjective_es
violinist_noun_en	violinista_noun_es
venezuelan_adjective_en	venezolano_adjective_es
bangkok_propernoun_en	bangkok_propernoun_es
tangency_noun_en	tangencia_noun_es
enough-and-to-spare_adverb_en	de-sobra_adverb_es
polysemic_adjective_en	polisémico_adjective_es
artifice_noun_en	artificio_noun_es
disappoint_verb_en	decepcionar_verb_es
hopelessly_adverb_en	totalmente_adverb_es
one-trillion_numeral_en	un-billón_numeral_es
andreu_propernoun_en	andreu_propernoun_es
sharply_adverb_en	bruscamente_adverb_es
israeli_adjective_en	israelí_adjective_es
straightforward_adjective_en	sincero_adjective_es
quantum_noun_en	cuanto_noun_es
introspective_adjective_en	introspectivo_adjective_es
cleft-palate_noun_en	fisura-del-paladar_noun_es
curriculum_noun_en	currículum_noun_es
fork_verb_en	bifurcarse_verb_es
friction_noun_en	rozamiento_noun_es
where_interrogativepronoun_en	adónde_interrogativepronoun_es
outset_noun_en	principio_noun_es
polyp_noun_en	pólipo_noun_es
saprophagous_adjective_en	saprófago_adjective_es
sector_noun_en	sector_noun_es
basic-issue_noun_en	cuestión-de-fondo_noun_es
tautophonic_adjective_en	tautofónico_adjective_es
disconcertingly_adverb_en	desconcertantemente_adverb_es
cambodian_adjective_en	camboyano_adjective_es
ambition_noun_en	ambición_noun_es
horseshoe_noun_en	herradura_noun_es
drive_noun_en	tracción_noun_es
brief_verb_en	informar_verb_es
insecurity_noun_en	inseguridad_noun_es
jersey_propernoun_en	jersey_propernoun_es
chanukah_noun_en	jánuka_noun_es
feature_noun_en	característica_noun_es
torch_noun_en	antorcha_noun_es
anatomical_adjective_en	anatómico_adjective_es
sympathetic_adjective_en	compasivo_adjective_es
council_noun_en	concejo_noun_es
vertebra_noun_en	vértebra_noun_es
hang-up_verb_en	colgar_verb_es
diastole_noun_en	diástole_noun_es
dashboard_noun_en	salpicadero_noun_es
upset_adjective_en	disgustado_adjective_es
metamorphosis_noun_en	metamorfosis_noun_es
deny_verb_en	desmentir_verb_es
state-of-the-nation_noun_en	estado-de-la-nación_noun_es
failure_noun_en	avería_noun_es
no-sooner_adverb_en	apenas_adverb_es
slanted_adjective_en	sesgado_adjective_es
declare_verb_en	declarar_verb_es
animism_noun_en	animismo_noun_es
get-in-trouble_verb_en	meterse-en-problemas_verb_es
sarcophagus_noun_en	sarcófago_noun_es
gremial_adjective_en	gremial_adjective_es
clip_noun_en	clip_noun_es
prevent_verb_en	impedir_verb_es
boy_noun_en	chico_noun_es
nobel-prize_noun_en	premio-nobel_noun_es
bathrobe_noun_en	albornoz_noun_es
freight_noun_en	carga_noun_es
hemiparesis_noun_en	hemiparesia_noun_es
developer_noun_en	desarrollador_noun_es
leo-ii_propernoun_en	león-ii_propernoun_es
clement-vii_propernoun_en	clemente-vii_propernoun_es
within-reason_adverb_en	razonablemente_adverb_es
fade-away_verb_en	desvanecerse_verb_es
turbulent_adjective_en	turbulento_adjective_es
lertxundi_propernoun_en	lertxundi_propernoun_es
sandy-area_noun_en	arenal_noun_es
coral_noun_en	coral_noun_es
treble_noun_en	agudos_noun_es
accomplish_verb_en	cumplir_verb_es
intermediate_adjective_en	intermediario_adjective_es
topological_adjective_en	topológico_adjective_es
democrat_adjective_en	demócrata_adjective_es
tract_noun_en	tramo_noun_es
easel_noun_en	caballete_noun_es
nutritional_adjective_en	nutricional_adjective_es
cold_noun_en	resfriado_noun_es
ribosome_noun_en	ribosoma_noun_es
sudden_adjective_en	súbito_adjective_es
bitterly_adverb_en	amargamente_adverb_es
paronymic_adjective_en	paronímico_adjective_es
conformal_adjective_en	conforme_adjective_es
jurisprudence_noun_en	jurisprudencia_noun_es
stay_noun_en	estancia_noun_es
peridotite_noun_en	peridotita_noun_es
denominator_noun_en	denominador_noun_es
container_noun_en	recipiente_noun_es
fourier_propernoun_en	fourier_propernoun_es
resorting_noun_en	reordenación_noun_es
exploitation_noun_en	explotación_noun_es
guantánamo-bay_propernoun_en	bahía-de-guantánamo_propernoun_es
groove_verb_en	estriar_verb_es
according-to_preposition_en	conforme-a_preposition_es
inscribe_verb_en	inscribir_verb_es
casasayas_propernoun_en	casasayas_propernoun_es
setback_noun_en	revés_noun_es
pass-by_verb_en	pasar-de-largo_verb_es
next-october_adverb_en	el-octubre-que-viene_adverb_es
tempt_verb_en	tentar_verb_es
lineage_noun_en	estirpe_noun_es
refraction_noun_en	refracción_noun_es
masculinity_noun_en	masculinidad_noun_es
national-high-court_noun_en	audiencia-nacional_noun_es
megaphony_noun_en	megafonía_noun_es
still-less_adverb_en	menos-aún_adverb_es
pataky_propernoun_en	pataky_propernoun_es
north-ossetia_propernoun_en	osetia-del-norte_propernoun_es
hammer_noun_en	martillo_noun_es
mole_noun_en	mol_noun_es
be_verb_en	ser_verb_es
locomotive_noun_en	locomotora_noun_es
carpus_noun_en	carpo_noun_es
under-construction_adverb_en	en-construcción_adverb_es
etymon_noun_en	étimo_noun_es
ramification_noun_en	ramificación_noun_es
conceal_verb_en	receptar_verb_es
concrete_noun_en	hormigón_noun_es
overthrust_noun_en	corrimiento_noun_es
subjectivism_noun_en	subjetivismo_noun_es
legal-profession_noun_en	abogacía_noun_es
recorder_adjective_en	registrador_adjective_es
wood_noun_en	madera_noun_es
kickoff_noun_en	saque_noun_es
summon_verb_en	convocar_verb_es
fleamarket-in-madrid_noun_en	rastro-de-madrid_noun_es
to-be-followed_subordinatingconjunction_en	a-seguir_subordinatingconjunction_es
fungible_adjective_en	fungible_adjective_es
platykurtic_adjective_en	platicúrtico_adjective_es
modular_adjective_en	modular_adjective_es
centenary_noun_en	centenario_noun_es
pollution_noun_en	polución_noun_es
photography_noun_en	fotografía_noun_es
the-great-outdoors_noun_en	la-naturaleza_noun_es
inauguration_noun_en	inauguración_noun_es
balkans_propernoun_en	balcanes_propernoun_es
neuropteron_noun_en	neuróptero_noun_es
official_adjective_en	oficial_adjective_es
competitively_adverb_en	competitivamente_adverb_es
starch_noun_en	fécula_noun_es
new-siberian-islands_propernoun_en	islas-de-nueva-siberia_propernoun_es
run_noun_en	carrera_noun_es
credulously_adverb_en	crédulamente_adverb_es
sommelier_noun_en	sumiller_noun_es
descend_verb_en	descender_verb_es
ingot_noun_en	lingote_noun_es
sore_noun_en	llaga_noun_es
damage_verb_en	averiar_verb_es
mammalogy_noun_en	teriología_noun_es
narration_noun_en	narración_noun_es
yesterday-morning_adverb_en	ayer-por-la-mañana_adverb_es
care_verb_en	preocuparse_verb_es
few_pronoun_en	pocos_pronoun_es
boil_verb_en	hervir_verb_es
above_adverb_en	encima_adverb_es
piss_verb_en	mear_verb_es
geolocate_verb_en	geolocalizar_verb_es
grade_noun_en	nota_noun_es
intestate_adjective_en	intestado_adjective_es
usurp_verb_en	usurpar_verb_es
installment-plan_noun_en	compra-a-plazos_noun_es
halide_noun_en	haluro_noun_es
raise_verb_en	levantar_verb_es
psc_noun_en	psc_noun_es
candy_noun_en	caramelo_noun_es
intentional_adjective_en	intencionado_adjective_es
asia_propernoun_en	asia_propernoun_es
value_verb_en	valorar_verb_es
toboggan_noun_en	tobogán_noun_es
king_propernoun_en	king_propernoun_es
immensity_noun_en	inmensidad_noun_es
orogeny_noun_en	orogenia_noun_es
columnist_noun_en	columnista_noun_es
blak_propernoun_en	blak_propernoun_es
amorphous_adjective_en	amorfo_adjective_es
conveyor_noun_en	transportador_noun_es
precisely_adverb_en	justamente_adverb_es
caress_noun_en	caricia_noun_es
educational_adjective_en	docente_adjective_es
bearable_adjective_en	soportable_adjective_es
deceitfully_adverb_en	con-falsedad_adverb_es
persuasion_noun_en	persuasión_noun_es
acronym_noun_en	sigla_noun_es
sinew_noun_en	tendón_noun_es
lexicon_noun_en	léxico_noun_es
bourgeoisie_noun_en	burguesía_noun_es
ufo_noun_en	ovni_noun_es
blog_noun_en	blog_noun_es
xoxe_propernoun_en	xoxe_propernoun_es
lingual_adjective_en	lingual_adjective_es
attainment_noun_en	logro_noun_es
abascal_propernoun_en	abascal_propernoun_es
structure_verb_en	estructurar_verb_es
neurologist_noun_en	neurólogo_noun_es
isobathic_adjective_en	isóbatico_adjective_es
clearly_adverb_en	conocidamente_adverb_es
welcome_verb_en	dar-la-bienvenida-a_verb_es
constructive_adjective_en	constructivo_adjective_es
superstition_noun_en	superstición_noun_es
proem_noun_en	proemio_noun_es
coincidental_adjective_en	coincidente_adjective_es
impregnate_verb_en	impregnar_verb_es
rivet_noun_en	ribete_noun_es
endocrine_adjective_en	endocrino_adjective_es
quail_noun_en	codorniz_noun_es
anuran_noun_en	anuro_noun_es
convalescence_noun_en	convalecencia_noun_es
manila_propernoun_en	manila_propernoun_es
clapper_noun_en	badajo_noun_es
theme_noun_en	tema_noun_es
voyeurism_noun_en	voyeurismo_noun_es
to-capacity_adverb_en	completamente_adverb_es
invalidation_noun_en	invalidación_noun_es
safe-conduct_noun_en	salvoconducto_noun_es
al-qaeda_propernoun_en	al-qaeda_propernoun_es
navigational-aid_noun_en	ayuda-a-la-navegación_noun_es
knight-of-the-round-table_noun_en	caballero-de-la-mesa-redonda_noun_es
tangential_adjective_en	tangencial_adjective_es
interosseous_adjective_en	interóseo_adjective_es
complementary_adjective_en	complementario_adjective_es
dacite_noun_en	dacita_noun_es
aircraft_noun_en	aeronave_noun_es
relatively_adverb_en	relativamente_adverb_es
cash_verb_en	cobrar_verb_es
inert_adjective_en	inerte_adjective_es
math_noun_en	matemática_noun_es
stamp_noun_en	sello_noun_es
tire_verb_en	cansarse_verb_es
marble_noun_en	mármol_noun_es
scholar_noun_en	becario_noun_es
arithmetical_adjective_en	aritmético_adjective_es
denouncer_noun_en	denunciante_noun_es
hunting_noun_en	caza_noun_es
relate_verb_en	relacionar_verb_es
outside_adjective_en	exterior_adjective_es
malayan_adjective_en	malayo_adjective_es
referee_noun_en	árbitro_noun_es
unripe_adjective_en	verde_adjective_es
basque-observatory-of-culture_noun_en	observatorio-vasco-de-cultura_noun_es
solve_verb_en	solventar_verb_es
magnetosphere_noun_en	magnetosfera_noun_es
external_adjective_en	externo_adjective_es
egotistic_adjective_en	egoísta_adjective_es
decree_noun_en	auto_noun_es
self-expression_noun_en	autoexpresión_noun_es
pacifism_noun_en	pacifismo_noun_es
georeference_verb_en	georeferenciar_verb_es
the-next-day_adverb_en	al-día-siguiente_adverb_es
tamayo_propernoun_en	tamayo_propernoun_es
separately_adverb_en	separadamente_adverb_es
luis_propernoun_en	luis_propernoun_es
pirate_noun_en	pirata_noun_es
inaccessibility_noun_en	inaccesibilidad_noun_es
vigorous_adjective_en	enérgico_adjective_es
brand_noun_en	marca_noun_es
radiotelephony_noun_en	radiotelefonía_noun_es
owe_verb_en	adeudar_verb_es
incoherently_adverb_en	incoherentemente_adverb_es
oklahoma_propernoun_en	oklahoma_propernoun_es
self-promotion_noun_en	autopromoción_noun_es
by-the-skin-of-her-teeth_adverb_en	por-los-pelos_adverb_es
female_noun_en	mujer_noun_es
nurse_noun_en	enfermero_noun_es
detainee_noun_en	detenido_noun_es
aqueous_adjective_en	acuoso_adjective_es
hurt_verb_en	hacer-daño_verb_es
by-the-present_adverb_en	por-la-presente_adverb_es
twig_noun_en	ramita_noun_es
shears_noun_en	cizalla_noun_es
a-coruña_propernoun_en	a-coruña_propernoun_es
manchester_propernoun_en	mánchester_propernoun_es
